Text,Label,text_cleaned,text_cleaned_t2e_vader
"Hope is beginning to leave my body, one step at a time.  ",1,hope beginning leave body step time,"Hope is beginning to leave my body, one step at a time."
And all the bullshit in your live ends and nothing will bother you ever again #depression,1,bullshit live end bother depression,And all the bullshit in your live end and nothing will bother you ever again depression
"Knowing you can help someone , but you can't even help yourself   ",1,knowing help help,"Knowing you can help someone , but you cannot even help yourself"
What depression mean :) Laugh outside down inside   pic.twitter.com/tkZeniwtIb,1,depression mean laugh outside inside,What depression mean Laugh outside down inside
"When I'm at work and depressed dont say ""you look unhappy"". I'm here and working, what next you'll go to Disney world  and tell little kids that that it's not the real character. I'm doing my best, don't shatter my illusion.  ",1,work depressed dont say you look unhappy working disney world tell little kid not real character doing best not shatter illusion,"When I am at work and depressed dont say you look unhappy . I am here and working, what next you will go to Disney world and tell little kid that that it is not the real character. I am doing my best, do not shatter my illusion."
I've had 18 beers today and I'm going to have more. It's gonna be a long day  ,1,beer today going more gonna long day,I have had beer today and I am going to have more. It is gonna be a long day
Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,1,headed home dallas bury dog year,Headed home from Dallas to bury my dog that we have had for years.. ??
I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0,1,falling apart care,I am falling apart and no one care
"6+ yrs of saving & my eye sight staying the same, i was excited for ... Just found out; im not a candidate.  very ",1,yr saving eye sight staying same excited just out im not candidate,"yr of saving my eye sight staying the same, i wa excited for .. Just found out im not a candidate. very"
I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??”«  ,1,th th beer now god let die,I am on my th or th beer now. God I am so alone please let me die. ? ??
I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,1,joke amp boyfriend laughed looked actually laughing video phone sad lt hurting brokenheart,I made a joke amp my boyfriend laughed but when I looked over he wa actually laughing at a video on his phone sad lt hurting brokenheart
When you go do that it makes me feel like I'm horrible at it I'm sorry,1,make feel like horrible sorry,When you go do that it make me feel like I am horrible at it I am sorry
No one understands me... myself included...,1,understands me included,No one understands me.. myself included..
@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,1,immatureand trumpy sad guy doe represent intelligence moral depth cpc bully notinmycanada,Immature..and Trumpy. Sad one guy 😕 Does this represent the intelligence and moral depth of CPC ? bully notinmycanada
"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",1,said world saying not exist earth pain heartbreaking,"Once she said you are my world, now she is saying not only you exist in the earth. pain heartbreaking"
I just feelso defeated by life at the moment,1,just feelso defeated life moment,I just feelso defeated by life at the moment
Not only have I posted a blog post daily for 2 months I've also filmed and uploaded a daily vlog whilst being severely  ,1,not posted blog post daily month filmed uploaded daily vlog whilst severely,Not only have I posted a blog post daily for month I have also filmed and uploaded a daily vlog whilst being severely
Really miss family days out   pic.twitter.com/J6Y3PbdCu7,1,really miss family day,Really miss family day out
I know  can't just go and my  will always rear it's ugly head. But I need to get better.,1,know just rear ugly head need better,I know cannot just go and my will always rear it is ugly head. But I need to get better.
"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ",1,died baby womb additional month went womb burned skin went mouth stewed while rushed nicu tube me wish didnt make,"I almost died when i wa a baby because i wa in the womb for an additional month, i went while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tube in me. Sometimes i wish i didnt make it"
" is the thing which i hate the most and love to live with, for the simple reason that it keeps my mind working and keeps me awake",1,thing hate love live with simple reason keep mind working keep awake,"is the thing which i hate the most and love to live with, for the simple reason that it keep my mind working and keep me awake"
"â€œI couldnâ€™t be with people and I didnâ€™t want to be alone."" ",1,people didnt want alone,I couldn t be with people and I didn t want to be alone.
I hate having/being crushes/in love ugh,1,hate havingbeing crushesin love ugh,I hate having being crush in love ugh
I'm starting to wonder if  is actually looking out for me right now. I would say why but I'm too embarrassed. I'm 2 low class ,1,starting wonder actually looking right now say embarrassed low class,I am starting to wonder if is actually looking out for me right now. I would say why but I am too embarrassed. I am low class
"With my  I find there is often a unattached feeling of despair that attaches itself to moments, the more fitting a moment the more it expands. People then think it's the sad moment that's the issue, but even without that, the depression is still there.",1,unattached feeling despair attache moment fitting moment expands people think sad moment issue that depression there,"With my I find there is often a unattached feeling of despair that attache itself to moments, the more fitting a moment the more it expands. People then think it is the sad moment that is the issue, but even without that, the depression is still there."
"Being single is not that bad, you got time stay focus on your plans and goals, you don’t even have to deal with drama. Until 11pm hits and loneliness comes along ????   ",1,single not bad got time stay focus plan goal not deal drama pm hit loneliness come,"Being single is not that bad, you got time stay focus on your plan and goals, you do not even have to deal with drama. Until pm hit and loneliness come along ??"
"You look tired, and a bit too quiet.... is it the silence of hopelessness ?   ",1,look tired bit quiet silence hopelessness,"You look tired, and a bit too quiet.. is it the silence of hopelessness ?"
My head is been hurting so much and I lost my appetite,1,head hurting lost appetite,My head is been hurting so much and I lost my appetite
"So hard to fight the , especially during a chilly night with crickets singing!",1,hard fight especially chilly night cricket singing,"So hard to fight the , especially during a chilly night with cricket singing!"
Im not really sad... I just feel empty... ,1,im not really sad just feel empty,Im not really sad.. I just feel empty..
Sometimes i just want to be alone......... Forever  ,1,just want alone forever,Sometimes i just want to be alone.. Forever
Today is probably one of the worst days of my life and idk what to do  ,1,today probably worst day life idk,Today is probably one of the worst day of my life and idk what to do
Can’t eat. Can’t sleep. Everything is just falling to pieces ?? I’m so tired of watching my world crumble,1,ca not eat ca not sleep just falling piece tired watching world crumble,Ca not eat. Ca not sleep. Everything is just falling to piece ?? I am so tired of watching my world crumble
I used to imagine I'd hear something at the door. I'd hear a knock and I'd pray it was her. Or I would hope it was her. I had dreams like that. I'm not having dreams like that now. I know she's gone. She won't be back. Ever. I sure love her. I sure miss her.,1,used imagine hear door hear knock pray her hope her dream like that not having dream like now know gone not back ever sure love her sure miss her,I used to imagine I would hear something at the door. I would hear a knock and I would pray it wa her. Or I would hope it wa her. I had dream like that. I am not having dream like that now. I know she is gone. She will not be back. Ever. I sure love her. I sure miss her.
I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  ,1,dont know beer dont know im going know im getting drunk,I dont know how many beer I have had and I dont know how many more im going to have all I know is im getting drunk
"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... ",1,reading tweet death make think die someday maybe soon know,"Reading tweet about someone is death make me think I will die someday, maybe soon, who knows.."
"THIS IS  TRYING TO  ME DOWN...DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP...I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.????  pic.twitter.com/IrVVVMNkMO",1,trying downdepriving peace sleep mischievous elf represents reminder discomfort boy experiencing represents pain constant sharpi dont exist twitter anywhere,"THIS IS TRYING TO ME DOWN..DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP..I DON T EXIST TO ANYONE ON TWITTER OR ANYWHERE.??"
"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????",1,dawned me browsing instagram rich people winter right migrate abroadi not rich,"It ha only dawned on me, browsing Instagram, how the rich people do winter.. That is right, they migrate abroad..I am not rich ??"
"I would never kill myself, but I don't think I would do anything to stop death from coming ",1,kill myself not think stop death coming,"I would never kill myself, but I do not think I would do anything to stop death from coming"
Today is going be a shit day,1,today going shit day,Today is going be a shit day
I don't know how I did it but I made the worst ceasar imaginable. And I'm the king at making ceasars... ,1,not know did worst ceasar imaginable king making ceasars,I do not know how I did it but I made the worst ceasar imaginable. And I am the king at making ceasars..
"Why am i so  today,  everywhere!",1,today everywhere,"Why am i so today, everywhere!"
"Despite every attempt, my outpouring of emotions fails to strike substance and falls to the wind dispersing with the world's other particles. ",1,despite attempt outpouring emotion fails strike substance fall wind dispersing world particle,"Despite every attempt, my outpouring of emotion fails to strike substance and fall to the wind dispersing with the world is other particles."
Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  ,1,having day hate not perusing art stuff harder sad that,Having a day where I hate myself for not perusing art stuff harder being too sad to do anything about that.
ur all i ever think of.... whyd u have to go.  ,1,ur think of whyd u go,ur all i ever think of.. whyd u have to go.
"sometimes, you need to pretend that everything is okay even its not.  ",1,sometimes need pretend okay not,"sometimes, you need to pretend that everything is okay even it not."
how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?,1,day unable leave bed thing usually enjoy alarm bell ring,how many day of being unable leave bed and do the thing you usually enjoy before alarm bell ring?
Had a total meltdown on the way home from dinner.  ,1,total meltdown way home dinner,Had a total meltdown on the way home from dinner.
There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .,1,day wanna end life bad little sister parent name spoiled go room take everything scared hurt most,There day where I wanna end my life so bad because of my little sister. My parent I call her name and I am spoiled the one but yet she get everything and go into my room take everything. She the one that I am scared also who hurt me the most. .
In times like this is when I wonder how it will be like to just be by myself????,1,time like wonder like just myself,In time like this is when I wonder how it will be like to just be by myself??
@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,1,kind abuse unbelievable absolute disgrace make sad dismayed,This kind of abuse is UNBELIEVABLE and an absolute disgrace. It make me sad to see this dismayed
xmas is over and apart from my kids happy faces its all been a bit meh this year.,1,xmas apart kid happy face bit meh year,xmas is over and apart from my kid happy face it all been a bit meh this year.
"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.    ",1,not distract me just peering balcony seeing bloodied self ground,"When I do not have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground."
I looked for help and I got it. I looked for answers I found it. Now I need to find myself.,1,looked help got it looked answer it need myself,I looked for help and I got it. I looked for answer I found it. Now I need to find myself.
This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1,simply hardest week n half life gotta pushing thru day til answer,This ha simply been the hardest week n a half of my life. Gotta keep pushing thru. Only more day til I get some answers.
I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,1,desperate need good hug hot cup coffee hug right coffee maker all,I am in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.
"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in children holiday season   ",1,dark me trying tolerate irritation guess need feeling guilty child holiday season,"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in child holiday season"
Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless,1,sudden feeling darkness light ray feeling pretty hopeless,Sudden feeling of darkness.. Show me the light Ray I am feeling pretty hopeless
 is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. â€”Germaine Greer,1,cruel felt close propinquity ceased communicate germaine greer,is never more cruel than when it is felt in close propinquity with someone who ha ceased to communicate. Germaine Greer
Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,1,today not turned good day,Today ha not turned out to be a good day.
How do I find joy and pleasure in life again?,1,joy pleasure life again,How do I find joy and pleasure in life again?
"America, I love you, but you're bringing me down...   ",1,america love you bringing down,"America, I love you, but you are bringing me down.."
When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1,lose just stop,When you are up - and lose it all because you just cannot stop
Man it's terrible when your  an got a lot of problems more then you can say.,1,man terrible got lot problem say,Man it is terrible when your an got a lot of problem more then you can say.
Truth is.... I loved you so much. And you broke my heart.,1,truth is loved much broke heart,Truth is.. I loved you so much. And you broke my heart.
Maybe the reason I get so  in February is the rebound from the,1,maybe reason february rebound,Maybe the reason I get so in February is the rebound from the
I'm not doing so good…????…I keep overthinking…    pic.twitter.com/EHOToC0XWD,1,not doing goodi overthinking,I am not doing so good ?? I keep overthinking
Why the hell is no one around when I need them,1,hell need,Why the hell is no one around when I need them
Me and Cj just broke up,1,cj just broke,Me and Cj just broke up
Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1,today mark seven year kyadondo terrorist attack lost loved one mourn amp pray continue resting peace,Today mark seven year since the Kyadondo terrorist attack where many lost loved ones. We mourn amp pray they continue resting in peace.
My God we live in a sick world!   ,1,god live sick world,My God we live in a sick world!
"Hope everyone has a good New Years tonight, coz mines gonna be shit!   ",1,hope good new year tonight coz mine gonna shit,"Hope everyone ha a good New Years tonight, coz mine gonna be shit!"
I am annoying…I tried text my friend…she said she was dealing with something…*sigh*…I just need someone talk to…,1,annoyingi tried text friendshe said dealing somethingsighi just need talk,I am annoying I tried text my friend she said she wa dealing with something sigh I just need someone talk to
"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",1,life crazy painful awful journey disappointment harassment amp abuse,"My life ha been a crazy, painful, awful journey full of disappointment, harassment amp abuse"
No I'm not  for my life.,1,not life,No I am not for my life.
Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,1,unrealistic expectation attract disappointment disappointment sad,Unrealistic expectation attract disappointment. And that is what you were disappointment sad
@narendramodi Really it was very sad and shame!!!,1,really sad shame,Really it wa very sad and shame!!
so alone so tired so bored so ugly so depressed  so so so so so so,1,tired bored ugly depressed,so alone so tired so bored so ugly so depressed so so so so so so
"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",1,sleeping hour time fantasizing way kill myself,"Sleeping for hour at a time, and fantasizing about way to kill myself."
Feeling bummed out rn. Family is disappointing and friends are too far away. ??,1,feeling bummed rn family disappointing friend far away,Feeling bummed out rn. Family is disappointing and friend are too far away. ??
Shitty is the worst feeling ever #depressed #anxiety,1,shitty worst feeling depressed anxiety,Shitty is the worst feeling ever depressed anxiety
"Why is it that every one gets  what I want,  I guess  whatever...   ",1,get want guess whatever,"Why is it that every one get what I want, I guess whatever.."
Goodnight everyone hope you had a good day!   and everything between,1,goodnight hope good day,Goodnight everyone hope you had a good day! and everything between
Visited with my ex tonight. Not good.  ,1,visited ex tonight not good,Visited with my ex tonight. Not good.
Crying with a loud music so no one could hear me,1,cry loud music hear,Crying with a loud music so no one could hear me
I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,1,need little funk write writing funk writerslife depressed,I need to get out of this little funk so I can write!! writing funk writerslife depressed
ok im running out of steam because god im feeling so  this morning,1,ok im running steam god im feeling morning,ok im running out of steam because god im feeling so this morning
feeling so alone and misunderstood.,1,feeling misunderstood,feeling so alone and misunderstood.
Just woke up  but want to go back 2 sleep. ,1,just woke want sleep,Just woke up but want to go back sleep.
I miss my friends so badly 😢,1,miss friend badly,I miss my friend so badly 😢
I am so forlorn there are no words to express it accurately......,1,forlorn word express accurately,I am so forlorn there are no word to express it accurately..
Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,1,wanting skin,Wanting to be skin ??
I need to cuddle someone sooooo bad!  ,1,need cuddle soo bad,I need to cuddle someone soo bad!
hi sorry i’ve been so inactive lately i’ve been,1,hi sorry inactive lately,hi sorry i have been so inactive lately i have been
Fed up now ???” why can't anything be simple an straightforward not in my life ,1,fed simple straightforward not life,Fed up now ?? why cannot anything be simple an straightforward not in my life
When you already have everything.. and you still feel lonely.. feeling  ..,1,everything feel lonely feeling,When you already have everything.. and you still feel lonely.. feeling ..
I cut today. And I’m not proud of it.  lmao I feel so edgy putting a depression hashtag. Whateva idc.,1,cut today not proud it lmao feel edgy putting depression hashtag whateva idc,I cut today. And I am not proud of it. lmao I feel so edgy putting a depression hashtag. Whateva idc.
This month has had to be the worst month out of this year ,1,month worst month year,This month ha had to be the worst month out of this year
Wake me up in March.,1,wake march,Wake me up in March.
"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",1,feeling lonely unproductive past day failed expectation worthwhile month moved new city gained friend not travel place like used to need detox,"I am feeling lonely and unproductive these past few days. I have many failed expectation to do something worthwhile. It is been month since I moved to a new city yet I gained no friends, I have not travel to any place like I used to. I need to detox."
Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,1,forget especially lately suffering trying better prefer,Always forget about especially lately after suffering with and trying to get better. Also I prefer
Reality has set in.  I'm jobless.   ,1,reality set in jobless,Reality ha set in. I am jobless.
My : Being the nicest I can to other people. And making  my bitch this year.,1,nicest people making bitch year,My Being the nicest I can to other people. And making my bitch this year.
"Today is just not a good day, looks like 2014 couldn't end without giving me a final kick in the ass ",1,today just not good day look like not end giving final kick as,"Today is just not a good day, look like could not end without giving me a final kick in the as"
stage of my  when everything loosing meaning but i dont think i am ,1,stage loosing meaning dont think,stage of my when everything loosing meaning but i dont think i am
Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,1,extremely half agreeing divorce instead coming peace asks okay,Being extremely over my other half agreeing to divorce instead of coming to peace then someone asks if I am okay..
"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019. ",1,having double mastectomy painful having radiation pain taking pain killer lot pain diagnosed stage cancer year later november st november st died month later jan st,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage- cancer a year later, November st, to November st, . And she died two month later, Jan st, ."
"Darkness won't fade. It envelopes you, crawls under your skin. It stays and never seems to leave.   ",1,darkness not fade envelope you crawl skin stay leave,"Darkness will not fade. It envelope you, crawl under your skin. It stay and never seems to leave."
When you finally realize your dreams may not happen...??‘???‘????”???”  ,1,finally realize dream not happen,When you finally realize your dream may not happen..?? ?? ?? ??
I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because I’ve accepted the fact that I love my bed too much to leave it,1,complain bored having hangout soon asks say accepted fact love bed leave,I always complain about being bored and having no one to hangout with but a soon a someone asks I say no because I have accepted the fact that I love my bed too much to leave it
"Yet another  all alone, with no family, nobody at all apart from my pets.  I just feel like crying",1,alone family apart pet just feel like cry,"Yet another all alone, with no family, nobody at all apart from my pets. I just feel like cry"
Bored as fucking shit christmas in a hospital isnt so fucking fun,1,bored fucking shit christmas hospital isnt fucking fun,Bored a fucking shit christmas in a hospital isnt so fucking fun
I'll just stay in bed today,1,just stay bed today,I will just stay in bed today
"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",1,black dog come new year time brighter lantern face night,"And if the Black Dog come for me again this new year, perhaps this time I will have a brighter lantern to face the night."
I normally don’t talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldn’t be so mad if the didn’t call balls that were on the line.  Like come on girl. Stop cheating.,1,normally not talk myself feel like shit just lost challenge match tennis position going down not mad did not ball line like come girl stop cheating,I normally do not talk about myself. But i feel like shit. I just lost my challenge match in tennis so now my position is going down. And i would not be so mad if the did not call ball that were on the line. Like come on girl. Stop cheating.
Why did I just read through my old DMs. Fml,1,did just read old dm fml,Why did I just read through my old DMs. Fml
Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,1,thought tonight not mind christmas,Where I thought I would be tonight and who I am with are not what I had in mind for Christmas.
I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,1,admit hr barely smiling just shake right now,I admit I have been the last hrs. I have barely been smiling and just cannot shake it right now.
"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?  ",1,needed hand turn to this attack willing help,"when i needed a hand, who can i turn to? when this attack who is willing to help?"
I am so depressed right now I don't even know how I'm functioning.   ,1,depressed right not know functioning,I am so depressed right now I do not even know how I am functioning.
I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,1,not know lead getting invalidated getting ignored cry help,I do not know what lead more to and Getting invalidated or getting ignored with cry for help with .
Days are really hard. Some of them are excruciating. Sometimes I can’t see the end.,1,day really hard excruciating end,Days are really hard. Some of them are excruciating. Sometimes I cannot see the end.
"Being clinically  is not the same thing as having a bad day now and then. It's a relentless, debilitating disease",1,clinically not thing having bad day then relentless debilitating disease,"Being clinically is not the same thing a having a bad day now and then. It is a relentless, debilitating disease"
some things you said kept me up all night.,1,thing said kept night,some thing you said kept me up all night.
I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  ,1,dont wanna feel sorry myself just hard watching sick son hospital day day,I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.
Talking about my sexuality like its a wildfire. ,1,talking sexuality like wildfire,Talking about my sexuality like it a wildfire.
OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,1,omg darling best friend hubbie died today whilst holiday abroad shocked tear grief sosad,OMG my darling best friend is hubbie died today whilst on holiday abroad. shocked tear grief sosad
"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??  ",1,friend anymore fr just got voice banned xbox reason killed danced fortnite,I cant have any friend anymore fr. I just got voice banned on xbox and the reason he put wa Killed and danced on me in Fortnite . ??
Sister and her boyfriend in one bed and here I am by myself in the other ??™ƒ??™„ ,1,sister boyfriend bed,Sister and her boyfriend in one bed and here I am by myself in the other ?? ??
I guess I hurt everyone…I guess I'm just fucking liar…i can't take it anymore…,1,guess hurt everyonei guess just fucking liari anymore,I guess I hurt everyone I guess I am just fucking liar i cannot take it anymore
When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,1,thing cut go dull good cut rest just fails just fabulous,When the thing you cut with go dull so you only get good cut in and the rest are just fails. Just fabulous!
Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?,1,devoid touch long touch shoulder send tear,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?
Just you wait and see the girl you once called fat will be the girl you wish you could have   pic.twitter.com/fCdBFrEys7,1,just wait girl called fat girl wish,Just you wait and see the girl you once called fat will be the girl you wish you could have
"Out of the many terrible things that come with divorce, folding king size sheets alone is close to the top. ",1,terrible thing come divorce folding king size sheet close top,"Out of the many terrible thing that come with divorce, folding king size sheet alone is close to the top."
hate being alone man. alone in life alone in my head it just sucks,1,hate man life head just suck,hate being alone man. alone in life alone in my head it just suck
I wish I was successful with women ????   ,1,wish successful woman,I wish I wa successful with woman ??
"I'd like wish everyone a Happy Holidays, but I'm alone with no significant other. Fuck me. ",1,like wish happy holiday significant other fuck me,"I would like wish everyone a Happy Holidays, but I am alone with no significant other. Fuck me."
Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,1,feeling lazy pack not want home just,Feeling very very lazy to pack I do not want to go home just yet !! ??
Shout out to everyone with  preparing to put their mask on & pretend to be happy for .  Icy bubble all over,1,shout preparing mask pretend happy icy bubble,Shout out to everyone with preparing to put their mask on pretend to be happy for . Icy bubble all over
"Almost killed myself, God... -.-   ",1,killed myself god,"Almost killed myself, God.. -.-"
"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.""",1,say i want die saylet it gonna care anymore make feel pity life more just want hug cry not gonna happen,"When I say I want to die , they say Let is do it, no one gonna care you anymore It is make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen."
"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety",1,lonely not alone feeling care depressed anxiety,"lonely is not being alone, it is the feeling that no one cares. alone depressed anxiety"
As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,1,child scared monster beneath bed older realize monster me,As a child I wa scared of monster beneath the bed. Now that I am older I realize the monster Is me.
My life I take one day at a time I had  more than once & I won't let it take over my life  ,1,life day time not let life,My life I take one day at a time I had more than once I will not let it take over my life
"  About to have a breakdown, I really need a friend",1,breakdown really need friend,"About to have a breakdown, I really need a friend"
"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it's never gone. I've been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she's in it. ",1,came here new life divorce year pain slowly dissipated gone abandoned again lost taken away happiness sure hope debbie world heaven it,"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it is never gone. I have been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she is in it."
At this point I’m just workin to die.,1,point just workin die,At this point I am just workin to die.
"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti",1,planning new week failing plan planning fail month allowed depression control ability function month med finally productive plan new week,"PLANNING FOR THE NEW WEEK Failing to plan is planning to fail . In the last few months, I have allowed my depression to control my ability to function. After month of meds, I am finally productive. What your plan for the new week?"
"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",1,current mood jealous bear snow white rumplestiltsken just want sleep month ok,"Current mood Jealous of bears.. or Snow White.. or Rumplestiltsken. I just want to sleep for a few months, ok?"
Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,1,day wish hole open beneath swallow brain shut hell,Those day when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up
30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,1,min apart second pic managed mask left celebrate new year,min apart. In the second pic I have managed to get my mask on before I left to celebrate new years.
This whole depression fucking sucks you can look so happy but still be so down inside your head ????????????????????????,1,depression fucking suck look happy inside head,This whole depression fucking suck you can look so happy but still be so down inside your head ??
I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.,1,not want right now man help deal this not make alone broken,I do not want to be alone right now. Please the one man who can help me deal with this. Do not make me go through this alone. I am already so broken.
In need of an ephemeral relief to   ,1,need ephemeral relief,In need of an ephemeral relief to
"Fellow   sufferers I'm trying to come off  and really struggling, any previous success stories to boost me?",1,fellow sufferer trying come really struggling previous success story boost me,"Fellow sufferer I am trying to come off and really struggling, any previous success story to boost me?"
3 hours of sleep in the 3 days? I'm dieing  ,1,hour sleep day dieing,hour of sleep in the days? I am dieing
"Sometimes, no matter what you do,  and  can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck.",1,sometimes matter do swoop in covering like storm cloud me time wait out draw wisdom spirit still really suck,"Sometimes, no matter what you do, and can swoop in, covering you like a thick storm cloud. For me, those are the time I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck."
"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    ",1,smiling natural me easy conjure face hardest thing life living,"Smiling had been always natural for me. It wa easy to conjure up on my face. Now it became one of the hardest thing to do in my life, next to living."
"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  ",1,death life feared experience human being regardless generational label,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label."
GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,1,gonna drink bunch whiskey tonight holiday got jk gonna drink whiskey,GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE AND THE HOLIDAYS GOT ME JK BUT I AM GONNA DRINK WHISKEY
