Text,Label,Score,text_cleaned
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife,fear,0.5,episode makingamurderer poor brendan glad appeal shocking crime documentary reallife
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife,fear,0.292,episode makingamurderer poor brendan glad appeal crime documentary reallife
She is someone who rolls persuasion under intimidate and awkwardly wins. ALL THE TIME.' @sourfruitjunkie on @JakiDash.,fear,0.542,roll persuasion intimidate awkwardly win time
You shake like that?,fear,0.292,shake like that
"My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;",fear,0.833,wedding week actually really nervous just want thing right not want sick canceled
"Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA.",fear,0.6459999999999999,virtually statement country referred terror main threat peace pak denial mea
@FaithHill I remember it well #happy  #Positive,fear,0.25,remember happy positive
@FaithHill I remember it well #happy #afraid #Positive,fear,0.16699999999999998,remember happy afraid positive
@pronounced_ing However I am pretty sure my over excitement did not help your bullet journal fright. 🙃,fear,0.5,pretty sure excitement did not help bullet journal fright
"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so",fear,0.25,not afraid space dream reality dream it make
#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...,fear,0.104,picoftheday howwhy really n funny picoftheday lol random laugh chair funnypics virgin cafe i
And it's hard to dance with a devil on your back\nSo shake him off.,fear,0.417,hard dance devil backnso shake off
@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. #ghastly,fear,0.417,certainly not catch multitude ghastly
@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. ,fear,0.375,certainly not catch multitude
❤︎I... I can't! I'm scared! Bees terrify me.,fear,0.917,i cannot scared bee terrify me
@wowairsupport it world be great if the live support was actually helpful #nightmare,fear,0.583,world great live support actually helpful nightmare
@wowairsupport it world be great if the live support was actually helpful ,fear,0.25,world great live support actually helpful
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey,fear,0.16699999999999998,think like queen queen not afraid fail failure steppingstone greatness oprah winfrey
@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.,fear,0.547,leader encouraging supporter deselect concern u
@imtarakate Uggh that's really horrible. You're not a bad person by any stretch of the imagination. I hope this person realizes that.,fear,0.562,uggh really horrible not bad person stretch imagination hope person realizes that
My life is going downhill at an alarming rate,fear,0.7709999999999999,life going downhill alarming rate
"If u know anything about football help me out here, who should I start",fear,0.292,u know football help here start
Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?,fear,0.75,not understand reason muslim country citing terrorism reason not taking refugee not terror attack infidel
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking,fear,0.75,ca not believe ring parent tomorrow say disabled washing facility wheelchair bound dad shocking
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad ,fear,0.562,ca not believe ring parent tomorrow say disabled washing facility wheelchair bound dad
MSM stoking #fear. Please remember the beautiful prayerful protests in Dallas and Atlanta. Smile at a stranger. We make each other strong.,fear,0.562,msm stoking fear remember beautiful prayerful protest dallas atlanta smile stranger make strong
@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.,fear,0.8540000000000001,trying imagine response president trump act terror thought terrorizes me
@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud #bully,fear,0.6459999999999999,like big bully class ruining lunch instead taking lunch money took away family feud bully
@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud ,fear,0.5,like big bully class ruining lunch instead taking lunch money took away family feud
That rocky horror remake looks a bit w a n k,fear,0.229,rocky horror remake look bit w n k
I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill #nervous,fear,0.542,wonder corey vote nicole snacole bb paulsgonnawin finale halfamill nervous
I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill ,fear,0.229,wonder corey vote nicole snacole bb paulsgonnawin finale halfamill
@wittyneeraj What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy,fear,0.6459999999999999,shehla rashid amp kaniyah kumar saying say truth indian threaten them fakedemocracy
"@escotony sorry to hear about your experience, however, please do not hesitate to contact us via live chat or email at askdysonUS@dyson.com",fear,0.25,sorry hear experience however not hesitate contact live chat email askdysonuscom
@jdwmaguire 'They will be a formidable challenge' Roy Hodgson on Northampton Town *shudders*,fear,0.452,they formidable challenge roy hodgson northampton town shudder
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread,fear,0.65,knowing hair wash dry like knowing english close reading school bag dread
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do ,fear,0.5529999999999999,knowing hair wash dry like knowing english close reading school bag
@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour,fear,0.417,future convict rush trp hog fear tread homilyhour
"I'm sorry but since when is an #indiegames #DLC worth nearly £130 that's just plain lunacy when the game itself is £20odd, #astounded 😱",fear,0.479,sorry indiegames dlc worth nearly just plain lunacy game odd astounded
"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.",fear,0.542,nnand also trying youtube fucking nightmare
Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney,fear,0.6,noo maryberry awful endofanera going b lost bought lameduck notallaboutthemoney
"@LucidHurricane_ wait, you mean he wasn't armed with a book? #shocking",fear,0.398,wait mean not armed book shocking
"@LucidHurricane_ wait, you mean he wasn't armed with a book? ",fear,0.312,wait mean not armed book
I realized that it is not #death that I #fear but it is the act of dying. \n#life,fear,0.7709999999999999,realized not death fear act dying n life
"@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor",fear,0.406,terrible handle owe run lot gpphallmonitor
Mom you remember when Narley died? You cried like a baby! #bully,fear,0.458,mom remember narley died cried like baby bully
Mom you remember when Narley died? You cried like a baby! ,fear,0.438,mom remember narley died cried like baby
"@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down",fear,0.792,yeah soo horrific needed sit
#TerrorStatePak @sardesairajdeep Pakistan invitadated 4 times in India and why we worry to invade our own land #PoK?  Which is disputed.,fear,0.604,terrorstatepak pakistan invitadated time india worry invade land pok disputed
"This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!",fear,0.537,white lady just told incite suspicion based look having tatoos athletic build wear durag wow
😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,fear,0.188,youre whod bully omg banter laugh later haha youre nice guy x
-normal people scare me*,fear,0.708,normal people scare me
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ ,fear,0.875,anxious election life
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful,fear,0.833,anxious election life fearful
"Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.",fear,0.125,happy birthday stephen king man responsible best horror past year bunch worst
Last night my stomach was hurting and today I have a horrible headache. I can never win,fear,0.7290000000000001,night stomach hurting today horrible headache win
@Amphabio don't kill it bees are dying at an alarming rate,fear,0.583,not kill bee dying alarming rate
@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC,fear,0.688,noticed hillarysheath issue left going panic mode ntac
"@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",fear,0.458,wow did really good buy bunch movie bad worse now awful
"@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! ",fear,0.25,wow did really good buy bunch movie bad worse now
Caballero is shocking,fear,0.479,caballero shocking
Ffs dreadful defending,fear,0.479,ffs dreadful defending
The #secret to all of every industry: just #start doing it...somehow people forget that they never gave you #permission.' - @thomaslennon,fear,0.271,secret industry just start doing itsomehow people forget gave permission
@AaronRodgers12 You will tell people not to  panic. But let see when was the last year the best QB in the NFL got his team in the SB???,fear,0.375,tell people not panic let year best qb nfl got team sb
@BBCwaste I would imagine he'd shake them up a tad... @afneil,fear,0.417,imagine shake tad
@blessspalding awe isa love u hoe thanks,fear,0.208,awe isa love u hoe thanks
"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN",fear,0.667,pakistan noterrorist state carry war crime india n unga terrorism
"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN",fear,0.667,pakistan noterrorist state carry war crime india n unga
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,fear,0.812,shake mouth chattering not right body trembling went outside
Chart music is pretty much ALL the same.. #horrific,fear,0.375,chart music pretty same horrific
Chart music is pretty much ALL the same.. ,fear,0.125,chart music pretty same
@Cernovich It's like the horror movie The Hills Have Eyes...,fear,0.521,like horror movie hill eye
"just looked at wood's goal again and i dont think his first chance is that bad a miss, horrible height hit hard and level,did well to hit it",fear,0.625,just looked wood goal dont think chance bad miss horrible height hit hard leveldid hit
@SimplyMayaMarie @STILLStanding_B 😂😂😂 y'all know I'm crazy its just shocking that's all,fear,0.521,yall know crazy just shocking
Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable,fear,0.35100000000000003,loving talk challenge fear map inspiration stayunstoppable
Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable,fear,0.25,loving talk challenge map inspiration stayunstoppable
@tomsteinfort expected i thought #fear,fear,0.639,expected thought fear
@tomsteinfort expected i thought ,fear,0.213,expected thought
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",fear,0.479,discouraged try fucking year contact lady gaga thousand tweet tweet
"@NigeriainfoFM #start football league, I think we should talk about the managers way of selection",fear,0.292,start football league think talk manager way selection
Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money,fear,0.125,realized intimidate people low self esteem long time ago surround winner people know money
Marcus Roho is dreadful,fear,0.458,marcus roho dreadful
#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠,fear,0.438,travelfail virgin virginaus etihad nightmare delayed obvs
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited #afraid,fear,0.667,beat thought id gryffindor new world excited afraid
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited ,fear,0.25,beat thought id gryffindor new world excited
I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. ,fear,0.396,not know wifiisp rivertide suite seaside oregon us m ping best dl test not complete
I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible,fear,0.333,not know wifiisp rivertide suite seaside oregon us m ping best dl test not complete terrible
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout,fear,0.458,highlight imagine second highlight season far shocking venkysout
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout,fear,0.333,highlight imagine second highlight season far venkysout
happiness is... not having to set the alarm clock for the next day,fear,0.208,happiness is not having set alarm clock day
#Afghanistan Vice President Sarwar Danish slams #Pakistan for breeding #terrorism during UNGA address\n@UN #USA,fear,0.583,afghanistan vice president sarwar danish slam pakistan breeding terrorism unga addressn usa
"@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again.#epic #horror #ineedtherapy",fear,0.542,ya know love ya man thegreeninferno really fucked headgiggledo again epic horror ineedtherapy
I'm ready for October. Cooler weather and more #horror flicks on TV.,fear,0.16699999999999998,ready october cooler weather horror flick tv
"@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully",fear,0.479,gas not hate u just not respect ur rudeness bully
"@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. ",fear,0.333,gas not hate u just not respect ur rudeness
"@joshgad My three year old asked me if Trump was a bad man, like a bully. After saying yes he's a bully, my son said mute him. We did!",fear,0.396,year old asked trump bad man like bully saying yes bully son said mute him did
@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific,fear,0.583,nactually pretty typical trump supportersnthis kid learned birtherism schoolnthat horrific
We Are Source!!\n\n #mindset #philosophy #thoughtsbecomethings #news #lifehacks  #you #LIFE #PleaseRT #ProblemSolving,fear,0.271,sourcenn mindset philosophy thoughtsbecomethings news lifehacks life pleasert problemsolving
am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :),fear,0.542,actual stranded ma dad maself n fuckin alarm went n dunno just gaff building
Most snapchat filters look terrible when you have glasses on,fear,0.25,snapchat filter look terrible glass
All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready,fear,0.25,wanted chance psyched start new chapter newbeginnings timetoprovemyself morethanready
@caseycdutch @m_rath that's what some rioters are doing #terrorism,fear,0.667,rioter doing terrorism
@caseycdutch @m_rath that's what some rioters are doing ,fear,0.469,rioter doing
@cresbots dw I think cheeks are the most attractive thing in guys too it's terrible tbh,fear,0.375,dw think cheek attractive thing guy terrible tbh
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams,fear,0.542,getting ready open tasting whisky shop dufftown autumn festival panic murraymcdavid whisky dram
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams,fear,0.375,getting ready open tasting whisky shop dufftown autumn festival murraymcdavid whisky dram
@ScmCIafIin 'Don't you know how nervous I was to see you?',fear,0.7709999999999999,do not know nervous you
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...,fear,0.333,agree b marshall concern rested game
@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he,fear,0.479,forest gate u bully cunt big bald cunt mate looked shock hit did not shit
"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans",fear,0.562,not sure worse that use comic sans website or else shudder comicsans
"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans",fear,0.333,not sure worse that use comic sans website or else comicsans
@EmilySmissaert @navinrmal it's a shocking revelation!!!!,fear,0.479,shocking revelation
"@BenjySarlin @MargieOmero @MonmouthPoll not to worry, he'll flip Wisconsin",fear,0.246,not worry flip wisconsin
"@TheJonFedor @abdophoto My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump",fear,0.438,main hesitation going plus size apple plus size think asp jump
"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films! ",fear,0.25,shriekfest lining volunteer oct inquiry please shriekfestcom free film
@PridefulSamurai horrible things,fear,0.73,horrible thing
🙃 back to school aka back to social anxiety 🙃,fear,0.7709999999999999,school aka social anxiety
@gmbremer is his shoulder a legit concern? 'Expects to play' isn't reassuring 2 games into the season after having shoulder problems.,fear,0.438,shoulder legit concern expects play not reassuring game season having shoulder problem
@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?,fear,0.6459999999999999,did discover alarming rate bee dying important way life
"haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!",fear,0.562,haww think nawaz spoken indian funding bla balochistan kulbhoshan yadhav india used ttp terror
@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!,fear,0.396,ted talk bubledygook sure convince mass distrust decrying ted talk
US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅,fear,0.396,lady foyer am not afraid tweeting moscow fortified d good lord amp jd reply i fear russian cept wife
"@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are #terrible",fear,0.5,doing control avoidmmt guy terrible
"@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are ",fear,0.438,doing control avoidmmt guy
me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class,fear,0.6459999999999999,me love center attention waynalso me get nervous talk class
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless,fear,0.6459999999999999,body sleepy mind active sad ready work minute damn restless
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! ,fear,0.604,body sleepy mind active sad ready work minute damn
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. #nightmare,fear,0.521,sam dyson probably having flashback right now nightmare
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. ,fear,0.375,sam dyson probably having flashback right now
It's a Moving Day! #stress #panic #hope,fear,0.75,moving day stress panic hope
It's a Moving Day! #stress  #hope,fear,0.604,moving day stress hope
@JordanChariton If that doesn't out Dem's in panic mode then I don't know what will...,fear,0.562,doe not dem panic mode not know will
Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,fear,0.875,away begging depression anxiety worry fear sadness ndreams joy baby foundsits andisbench
"@warrensarahh @CjKiid awe, miss y'all too!:)",fear,0.146,awe miss yall too
@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak,fear,0.542,dont understand u video week spend time family instead working horror takeabreak
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",fear,0.675,pretty clear stand tolerance habitual liar not trump fan citizen do
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",fear,0.667,pretty clear stand tolerance habitual liar not trump fan citizen do despair
"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t",fear,0.583,perfect example paul said her right ignorant competitor ive seen bully ct
"@OddNMacabre One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? 🎩",fear,0.438,day drinking bottle nyquil sleeping zero lovely horror fam watch
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking",fear,0.629,wine drunk worst version ffs not remember seeing basshunter shocking
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter ",fear,0.375,wine drunk worst version ffs not remember seeing basshunter
Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark,fear,0.7290000000000001,omg actually thought going jump bully southpark southpark
Omg I actually thought she was going to jump.  #SouthPark20 #southpark,fear,0.438,omg actually thought going jump southpark southpark
@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt,fear,0.5,wanted dropped ago concern doubt
T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 #nervous!!!,fear,0.833,t minus hour till meet designer want model new fashion line nervous
T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 !!!,fear,0.667,t minus hour till meet designer want model new fashion line
Val having a nervous breakdown #floss #GBBO,fear,0.688,val having nervous breakdown floss gbbo
@lilpeachbbyy dude dead ass she said if she came she'd start shit with Amy &amp; literally Amy didn't do anything but cal her out on her BS,fear,0.438,dude dead as said came start shit amy amp literally amy did not cal b
I need to learn to be in one place at one time and try not to worry about everything all at once,fear,0.625,need learn place time try not worry
@Roger_Dagenham Aye. There's a brief window in both morning and afternoon otherwise just horrific until late evening.,fear,0.5660000000000001,aye brief window morning afternoon just horrific late evening
"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.",fear,0.312,fear want business man qualifies calling fails employment
Mary Berry and her reign of terror,fear,0.688,mary berry reign terror
"*in the car with mariah, the bass is literally shaking the windows, hard rap blasting, no one is talking, looking straight ahead*",fear,0.375,in car mariah bass literally shaking window hard rap blasting talking looking straight ahead
"He accusd India of HR violations in Kashmir BUT refusd to name India's role in fomenting terror in Pakistan through TTP, BLA &amp; MQM.shame #ZH",fear,0.625,accusd india hr violation kashmir refusd india role fomenting terror pakistan ttp bla amp mqmshame zh
"@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.",fear,0.604,american hrc maybe world getting rid terror save country dems out
"If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away.",fear,0.542,cop going pull gun reason threaten you able merk as walk away
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile ",fear,0.542,know truth her public figuring out word mean nothing unhappy mean troubled vile
I forgot #BB18 was on tonight 😳 that is how much the real world has been distracting me #horrid 🙅🏼🙈🙊,fear,0.625,forgot bb tonight real world distracting horrid
@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.,fear,0.355,notice nice people believe nice god horrid people believe horrid god happens hate everybody hate
Michael Carrick should start every game for United and England,fear,0.146,michael carrick start game united england
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews,fear,0.479,supporter prejudice disabled people disabledlivesmatter bully bbcnews skynews
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,fear,0.479,supporter prejudice disabled people disabledlivesmatter bbcnews skynews
@amychozick @jswatz Not a word about terrorism.,fear,0.396,not word terrorism
i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd,fear,0.8109999999999999,panic attack night thought mum actually downstairs started bashing hrjdjd
@TheOneSoleShoe You're doing a terrible job exemplifying the values you espouse. Yesterday you lamented losing a generation of voters...,fear,0.562,doing terrible job exemplifying value espouse yesterday lamented losing generation voter
"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",fear,0.625,arguing people doe not work anyway just threaten death camp
"@wrexham I've joined holidog, paw shake and tailster and have one regular customer I just love it 🙈🙈haha @EmilyHD26 @ellshd",fear,0.208,joined holidog paw shake tailster regular customer just love haha
Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael,fear,0.542,dedicate today love fear choice moment archangel michael archangel michael
Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....😑😂,fear,0.458,machine keep beeping nnurse not worry good vitals normal size nwalks out nmatt dying
Has anyone else had a bad experience with Poundstretcher? #nightmare firm,fear,0.708,bad experience poundstretcher nightmare firm
Embarrassing lack of defensive depth coming back to haunt us.,fear,0.562,embarrassing lack defensive depth coming haunt u
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... #shocking,fear,0.521,average massif shocking
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... ,fear,0.271,average massif
When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,fear,0.409,say releasing idinaparty ticket set alarm not miss it fingerscrossed idina
"As #life gets longer, #awful feels #softer, well it #feels pretty soft to me. #modestmouse @modestmouseband",fear,0.5539999999999999,life get longer awful feel softer feel pretty soft me modestmouse
@AzyraiZelo I am shy xD,fear,0.417,shy xd
Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,fear,0.333,wow thought judgelynntoler i specter morning problem haunt afternoon written sentence
@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire #intimidation,fear,0.422,imposuture intellectuelle prjugs intolrance personnalitautoritaire intimidation
@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire ,fear,0.417,imposuture intellectuelle prjugs intolrance personnalitautoritaire
"@wholegrainne Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right",fear,0.312,sweden win finland win na win finland win na win russia win timebreakers shake right
Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,fear,0.229,radio shake mutli directional mike sound cheap sound not bad mixing
".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking",fear,0.458,ordered pm night paid day did not bother fufill order working day refund shocking
".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! ",fear,0.375,ordered pm night paid day did not bother fufill order working day refund
Gosh #anxiety attacks turning into #Panic attacks are fucking ugly ....,fear,0.833,gosh anxiety attack turning panic attack fucking ugly
i am SO anxious all the time leaving the house is horrid,fear,0.8540000000000001,anxious time leaving house horrid
I always dread Wednesday's and the always end up making me the happiest,fear,0.521,dread wednesday end making happiest
I have serious separation anxiety 😭😭💔,fear,0.833,separation anxiety
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner #terrible,fear,0.318,life understand pay money terrible
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner ,fear,0.25,life understand pay money
#Peiyophobilia :) An advice from @anirudhofficial don't fear for #Devil! Sure shot✌ @iam_str voice more energetic.Xtremly foot tapping one 👌,fear,0.292,peiyophobilia advice not fear devil sure shot voice energeticxtremly foot tapping
"@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!",fear,0.542,friend fear mirror tried summon bloody mary think going pop time
"I'm not afraid to love, I'm afraid of not being loved back.",fear,0.812,not afraid love afraid not loved back
"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",fear,0.375,historic evangelical wonder donatist point dreadful clergy fmr circle
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",fear,0.779,tomorrow episode despair arc shit gonna happen not emotionally prepared
@loismackey_ @Dory nah way that's horrible,fear,0.562,nah way horrible
"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose",fear,0.271,need think new avatar emblem revelation start playing soon idea name gender choose
I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind,fear,0.375,going make life mission discourage using rob blind
I have a fear of failure but no urge to be productive,fear,0.667,fear failure urge productive
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,fear,0.438,just trying home tonight run nd run rd champ do sike loser terrible
Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet #horrific #alwaysdelayed,fear,0.6459999999999999,day flight swear flight love flying easyjet horrific alwaysdelayed
Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed,fear,0.521,day flight swear flight love flying easyjet alwaysdelayed
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 ,fear,0.708,fb comment andor tweet make people realize black american feel way
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,fear,0.5,fb comment andor tweet make people realize black american feel way terrible
"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy",fear,0.271,goodmorning fam know critical condition pave way miracle dont worry happy
