Text,Label,text_cleaned_ecpe
Can't believe this Christmas is going to be a repeat of last year.,1,Ca not believe this Christmas is going to be a repeat of last year.
I just had another one of my breakdowns. I saw it coming. I've been feeling it for days. Back in isolation I go!  ,1,I just had another one of my breakdowns. I saw it coming. I have been feeling it for days. Back in isolation I go!
"I hate this feeling, but I brought it on myself   I hope that those I have hurt won't give up on me ??",1,"I hate this feeling, but I brought it on myself I hope that those I have hurt will not give up on me ??"
"The deep  I thought passed last week has come back stronger than before. I need you, please just text me.  pic.twitter.com/fvfT6oKokh",1,"The deep I thought passed last week has come back stronger than before. I need you, please just text me."
"comment: ""I've had tough times but I would never consider ""  this is stigma this is ignorance    ANYONE pic.twitter.com/yjJOgmHM3D",1,"comment: ""I have had tough times but I would never consider "" this is stigma this is ignorance ANYONE"
"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a",1,"""AUTISM AND DEPRESSION"" .. I hate it when I get the feels.. If you suffer from autism, you will probably get this image.."
I haven't talked about hoarding and depression in a while. I'm on a quarter dose of meds now. And I'm still a bit stuck with hoarding. Decided to try to do some removal for efficiency today. I found a dotmatrix printed transcript of  from . Fullpost Twittr.,1,I have not talked about hoarding and depression in a while. I am on a quarter dose of meds now. And I am still a bit stuck with hoarding. Decided to try to do some removal for efficiency today. I found a dotmatrix printed transcript of from . Fullpost Twittr.
"Why does certain things happen? What can be done to change this? Questions, are the worse.   ",1,"Why does certain things happen? What can be done to change this? Questions, are the worse."
"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting ",1,"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog is hunting"
fuck that guy who made me feel like shit again.  ????,1,fuck that guy who made me feel like shit again. ??
@IrregularChoice ..about 6/7 of the rose gold balls have come off 😭 #devastated,1,..about 6/7 of the rose gold balls have come off devastated
I wanna die. Stop to cry.,1,I wanna die. Stop to cry.
Biggest regret till now -  Ageing beyond teens!  ,1,Biggest regret till now - Ageing beyond teens!
"If I could, I would stay in bed until next Monday. ",1,"If I could, I would stay in bed until next Monday."
"It's hard not to be part of the 22, remain strong and get HELP   ",1,"It is hard not to be part of the 22, remain strong and get HELP"
Today I decided to admit to myself that through all that I’ve been going through this year I’m happy ....,1,Today I decided to admit to myself that through all that I have been going through this year I am happy ..
"I am trying 2 make a list of the ppl I twt 2 regularly, so if u wanna b on it, twt me and say hi!   ",1,"I am trying 2 make a list of the ppl I twt 2 regularly, so if u wanna b on it, twt me and say hi!"
I hate not having a job. ,1,I hate not having a job.
"A day saturated with  and . Brutal. Oh, the human mind. What an enemy.",1,"A day saturated with and . Brutal. Oh, the human mind. What an enemy."
"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. ",1,"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried."
I can't get myself out of this rut. I want to die. But I care too much about everyone else. So I will continue to be miserable. ,1,I cannot get myself out of this rut. I want to die. But I care too much about everyone else. So I will continue to be miserable.
"Hope is beginning to leave my body, one step at a time.  ",1,"Hope is beginning to leave my body, one step at a time."
And all the bullshit in your live ends and nothing will bother you ever again #depression,1,And all the bullshit in your live ends and nothing will bother you ever again depression
"Knowing you can help someone , but you can't even help yourself   ",1,"Knowing you can help someone , but you cannot even help yourself"
What depression mean :) Laugh outside down inside   pic.twitter.com/tkZeniwtIb,1,What depression mean Laugh outside down inside
"When I'm at work and depressed dont say ""you look unhappy"". I'm here and working, what next you'll go to Disney world  and tell little kids that that it's not the real character. I'm doing my best, don't shatter my illusion.  ",1,"When I am at work and depressed dont say ""you look unhappy"". I am here and working, what next you will go to Disney world and tell little kids that that it is not the real character. I am doing my best, do not shatter my illusion."
I've had 18 beers today and I'm going to have more. It's gonna be a long day  ,1,I have had 18 beers today and I am going to have more. It is gonna be a long day
Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,1,Headed home from Dallas to bury my dog that we have had for 15 years.. ??
I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0,1,I am falling apart and no one cares
"6+ yrs of saving & my eye sight staying the same, i was excited for ... Just found out; im not a candidate.  very ",1,"6+ yrs of saving & my eye sight staying the same, i was excited for .. Just found out; im not a candidate. very"
I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??”«  ,1,I am on my 14th or 15th beer now. God I am so alone please let me die. ??
I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,1,I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone sad &lt;/3 hurting brokenheart
When you go do that it makes me feel like I'm horrible at it I'm sorry,1,When you go do that it makes me feel like I am horrible at it I am sorry
No one understands me... myself included...,1,No one understands me.. myself included..
@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,1,Immature..and Trumpy. Sad one guys Does this represent the intelligence and moral depth of CPC ? bully notinmycanada
"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",1,"Once she said you are my world, now she is saying not only you exist in the earth. pain heartbreaking"
I just feelso defeated by life at the moment,1,I just feelso defeated by life at the moment
Not only have I posted a blog post daily for 2 months I've also filmed and uploaded a daily vlog whilst being severely  ,1,Not only have I posted a blog post daily for 2 months I have also filmed and uploaded a daily vlog whilst being severely
Really miss family days out   pic.twitter.com/J6Y3PbdCu7,1,Really miss family days out
I know  can't just go and my  will always rear it's ugly head. But I need to get better.,1,I know cannot just go and my will always rear it is ugly head. But I need to get better.
"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ",1,"I almost died when i was a baby because i was in the womb for an additional month, i went while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it"
" is the thing which i hate the most and love to live with, for the simple reason that it keeps my mind working and keeps me awake",1,"is the thing which i hate the most and love to live with, for the simple reason that it keeps my mind working and keeps me awake"
"â€œI couldnâ€™t be with people and I didnâ€™t want to be alone."" ",1,"I couldnt be with people and I didnt want to be alone."""
I hate having/being crushes/in love ugh,1,I hate having/being crushes/in love ugh
I'm starting to wonder if  is actually looking out for me right now. I would say why but I'm too embarrassed. I'm 2 low class ,1,I am starting to wonder if is actually looking out for me right now. I would say why but I am too embarrassed. I am 2 low class
"With my  I find there is often a unattached feeling of despair that attaches itself to moments, the more fitting a moment the more it expands. People then think it's the sad moment that's the issue, but even without that, the depression is still there.",1,"With my I find there is often a unattached feeling of despair that attaches itself to moments, the more fitting a moment the more it expands. People then think it is the sad moment that is the issue, but even without that, the depression is still there."
"Being single is not that bad, you got time stay focus on your plans and goals, you don’t even have to deal with drama. Until 11pm hits and loneliness comes along ????   ",1,"Being single is not that bad, you got time stay focus on your plans and goals, you do not even have to deal with drama. Until 11pm hits and loneliness comes along ??"
"You look tired, and a bit too quiet.... is it the silence of hopelessness ?   ",1,"You look tired, and a bit too quiet.. is it the silence of hopelessness ?"
My head is been hurting so much and I lost my appetite,1,My head is been hurting so much and I lost my appetite
"So hard to fight the , especially during a chilly night with crickets singing!",1,"So hard to fight the , especially during a chilly night with crickets singing!"
Im not really sad... I just feel empty... ,1,Im not really sad.. I just feel empty..
Sometimes i just want to be alone......... Forever  ,1,Sometimes i just want to be alone.. Forever
Today is probably one of the worst days of my life and idk what to do  ,1,Today is probably one of the worst days of my life and idk what to do
Can’t eat. Can’t sleep. Everything is just falling to pieces ?? I’m so tired of watching my world crumble,1,Ca not eat. Ca not sleep. Everything is just falling to pieces ?? I am so tired of watching my world crumble
I used to imagine I'd hear something at the door. I'd hear a knock and I'd pray it was her. Or I would hope it was her. I had dreams like that. I'm not having dreams like that now. I know she's gone. She won't be back. Ever. I sure love her. I sure miss her.,1,I used to imagine I would hear something at the door. I would hear a knock and I would pray it was her. Or I would hope it was her. I had dreams like that. I am not having dreams like that now. I know she is gone. She will not be back. Ever. I sure love her. I sure miss her.
I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  ,1,I dont know how many beers I have had and I dont know how many more im going to have all I know is im getting drunk
"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... ",1,"Reading tweets about someone is death makes me think I will die someday, maybe soon, who knows.."
"THIS IS  TRYING TO  ME DOWN...DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP...I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.????  pic.twitter.com/IrVVVMNkMO",1,"THIS IS TRYING TO ME DOWN..DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP..I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.??"
"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????",1,"It has only dawned on me, browsing Instagram, how the rich people do winter.. That is right, they migrate abroad..I am not rich ??"
"I would never kill myself, but I don't think I would do anything to stop death from coming ",1,"I would never kill myself, but I do not think I would do anything to stop death from coming"
Today is going be a shit day,1,Today is going be a shit day
I don't know how I did it but I made the worst ceasar imaginable. And I'm the king at making ceasars... ,1,I do not know how I did it but I made the worst ceasar imaginable. And I am the king at making ceasars..
"Why am i so  today,  everywhere!",1,"Why am i so today, everywhere!"
"Despite every attempt, my outpouring of emotions fails to strike substance and falls to the wind dispersing with the world's other particles. ",1,"Despite every attempt, my outpouring of emotions fails to strike substance and falls to the wind dispersing with the world is other particles."
Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  ,1,Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.
ur all i ever think of.... whyd u have to go.  ,1,ur all i ever think of.. whyd u have to go.
"sometimes, you need to pretend that everything is okay even its not.  ",1,"sometimes, you need to pretend that everything is okay even its not."
how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?,1,how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?
Had a total meltdown on the way home from dinner.  ,1,Had a total meltdown on the way home from dinner.
There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .,1,There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .
I am so  that I am  today,1,I am so that I am today
In times like this is when I wonder how it will be like to just be by myself????,1,In times like this is when I wonder how it will be like to just be by myself??
@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,1,This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this dismayed
xmas is over and apart from my kids happy faces its all been a bit meh this year.,1,xmas is over and apart from my kids happy faces its all been a bit meh this year.
"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.    ",1,"When I do not have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground."
I looked for help and I got it. I looked for answers I found it. Now I need to find myself.,1,I looked for help and I got it. I looked for answers I found it. Now I need to find myself.
This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1,This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers.
I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,1,I am in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.
"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in children holiday season   ",1,"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in children holiday season"
Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless,1,Sudden feeling of darkness.. Show me the light Ray I am feeling pretty hopeless
 is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. â€”Germaine Greer,1,is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. Germaine Greer
Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,1,Today has not turned out to be a good day.
How do I find joy and pleasure in life again?,1,How do I find joy and pleasure in life again?
"America, I love you, but you're bringing me down...   ",1,"America, I love you, but you are bringing me down.."
When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1,When you are up $80-$90 and lose it all because you just cannot stop<<
Man it's terrible when your  an got a lot of problems more then you can say.,1,Man it is terrible when your an got a lot of problems more then you can say.
Truth is.... I loved you so much. And you broke my heart.,1,Truth is.. I loved you so much. And you broke my heart.
Maybe the reason I get so  in February is the rebound from the,1,Maybe the reason I get so in February is the rebound from the
I'm not doing so good…????…I keep overthinking…    pic.twitter.com/EHOToC0XWD,1,I am not doing so good??I keep overthinking
Why the hell is no one around when I need them,1,Why the hell is no one around when I need them
Me and Cj just broke up,1,Me and Cj just broke up
Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11
My God we live in a sick world!   ,1,My God we live in a sick world!
"Hope everyone has a good New Years tonight, coz mines gonna be shit!   ",1,"Hope everyone has a good New Years tonight, coz mines gonna be shit!"
I am annoying…I tried text my friend…she said she was dealing with something…*sigh*…I just need someone talk to…,1,I am annoyingI tried text my friendshe said she was dealing with something*sigh*I just need someone talk to
"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",1,"My life has been a crazy, painful, awful journey full of disappointment, harassment &amp; abuse"
No I'm not  for my life.,1,No I am not for my life.
Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,1,Unrealistic expectations attract disappointment. And that is what you were disappointment sad
@narendramodi Really it was very sad and shame!!!,1,Really it was very sad and shame!!
so alone so tired so bored so ugly so depressed  so so so so so so,1,so alone so tired so bored so ugly so depressed so so so so so so
"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",1,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself."
Feeling bummed out rn. Family is disappointing and friends are too far away. ??,1,Feeling bummed out rn. Family is disappointing and friends are too far away. ??
Shitty is the worst feeling ever #depressed #anxiety,1,Shitty is the worst feeling ever depressed anxiety
"Why is it that every one gets  what I want,  I guess  whatever...   ",1,"Why is it that every one gets what I want, I guess whatever.."
Goodnight everyone hope you had a good day!   and everything between,1,Goodnight everyone hope you had a good day! and everything between
Visited with my ex tonight. Not good.  ,1,Visited with my ex tonight. Not good.
Crying with a loud music so no one could hear me,1,Crying with a loud music so no one could hear me
I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,1,I need to get out of this little funk so I can write!! writing funk writerslife depressed
ok im running out of steam because god im feeling so  this morning,1,ok im running out of steam because god im feeling so this morning
feeling so alone and misunderstood.,1,feeling so alone and misunderstood.
Just woke up  but want to go back 2 sleep. ,1,Just woke up but want to go back 2 sleep.
I miss my friends so badly 😢,1,I miss my friends so badly
I am so forlorn there are no words to express it accurately......,1,I am so forlorn there are no words to express it accurately..
Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,1,Wanting to be skin ??
I need to cuddle someone sooooo bad!  ,1,I need to cuddle someone soo bad!
hi sorry i’ve been so inactive lately i’ve been,1,hi sorry i have been so inactive lately i have been
Fed up now ???” why can't anything be simple an straightforward not in my life ,1,Fed up now ?? why cannot anything be simple an straightforward not in my life
When you already have everything.. and you still feel lonely.. feeling  ..,1,When you already have everything.. and you still feel lonely.. feeling ..
I cut today. And I’m not proud of it.  lmao I feel so edgy putting a depression hashtag. Whateva idc.,1,I cut today. And I am not proud of it. lmao I feel so edgy putting a depression hashtag. Whateva idc.
This month has had to be the worst month out of this year ,1,This month has had to be the worst month out of this year
Wake me up in March.,1,Wake me up in March.
"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",1,"I am feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It is been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox."
Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,1,Always forget about especially lately after suffering with and trying to get better. Also I prefer
Reality has set in.  I'm jobless.   ,1,Reality has set in. I am jobless.
My : Being the nicest I can to other people. And making  my bitch this year.,1,My : Being the nicest I can to other people. And making my bitch this year.
"Today is just not a good day, looks like 2014 couldn't end without giving me a final kick in the ass ",1,"Today is just not a good day, looks like 2014 could not end without giving me a final kick in the ass"
stage of my  when everything loosing meaning but i dont think i am ,1,stage of my when everything loosing meaning but i dont think i am
Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,1,Being extremely over my other half agreeing to divorce instead of coming to peace then someone asks if I am okay..
"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019. ",1,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019."
"Darkness won't fade. It envelopes you, crawls under your skin. It stays and never seems to leave.   ",1,"Darkness will not fade. It envelopes you, crawls under your skin. It stays and never seems to leave."
When you finally realize your dreams may not happen...??‘???‘????”???”  ,1,When you finally realize your dreams may not happen..??'??'??
I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because I’ve accepted the fact that I love my bed too much to leave it,1,I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because I have accepted the fact that I love my bed too much to leave it
"Yet another  all alone, with no family, nobody at all apart from my pets.  I just feel like crying",1,"Yet another all alone, with no family, nobody at all apart from my pets. I just feel like crying"
Bored as fucking shit christmas in a hospital isnt so fucking fun,1,Bored as fucking shit christmas in a hospital isnt so fucking fun
I'll just stay in bed today,1,I will just stay in bed today
"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",1,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night."
I normally don’t talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldn’t be so mad if the didn’t call balls that were on the line.  Like come on girl. Stop cheating.,1,I normally do not talk about myself. But i feel like shit. I just lost my challenge match in tennis so now my position is going down. And i would not be so mad if the did not call balls that were on the line. Like come on girl. Stop cheating.
Why did I just read through my old DMs. Fml,1,Why did I just read through my old DMs. Fml
Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,1,Where I thought I would be tonight and who I am with are not what I had in mind for Christmas.
I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,1,I admit I have been the last 24 hrs. I have barely been smiling and just cannot shake it right now.
"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?  ",1,"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?"
I am so depressed right now I don't even know how I'm functioning.   ,1,I am so depressed right now I do not even know how I am functioning.
I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,1,I do not know what leads more to and Getting invalidated or getting ignored with crying for help with .
Days are really hard. Some of them are excruciating. Sometimes I can’t see the end.,1,Days are really hard. Some of them are excruciating. Sometimes I cannot see the end.
"Being clinically  is not the same thing as having a bad day now and then. It's a relentless, debilitating disease",1,"Being clinically is not the same thing as having a bad day now and then. It is a relentless, debilitating disease"
some things you said kept me up all night.,1,some things you said kept me up all night.
I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  ,1,I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.
Talking about my sexuality like its a wildfire. ,1,Talking about my sexuality like its a wildfire.
OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,1,OMG my darling best friend is hubbie died today whilst on holiday abroad. shocked tears grief sosad
"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??  ",1,"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??"
Sister and her boyfriend in one bed and here I am by myself in the other ??™ƒ??™„ ,1,Sister and her boyfriend in one bed and here I am by myself in the other ??
I guess I hurt everyone…I guess I'm just fucking liar…i can't take it anymore…,1,I guess I hurt everyoneI guess I am just fucking liari cannot take it anymore
When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,1,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous!
Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?,1,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?
Just you wait and see the girl you once called fat will be the girl you wish you could have   pic.twitter.com/fCdBFrEys7,1,Just you wait and see the girl you once called fat will be the girl you wish you could have
"Out of the many terrible things that come with divorce, folding king size sheets alone is close to the top. ",1,"Out of the many terrible things that come with divorce, folding king size sheets alone is close to the top."
hate being alone man. alone in life alone in my head it just sucks,1,hate being alone man. alone in life alone in my head it just sucks
I wish I was successful with women ????   ,1,I wish I was successful with women ??
"I'd like wish everyone a Happy Holidays, but I'm alone with no significant other. Fuck me. ",1,"I would like wish everyone a Happy Holidays, but I am alone with no significant other. Fuck me."
Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,1,Feeling very very lazy to pack I do not want to go home just yet !! ??
Shout out to everyone with  preparing to put their mask on & pretend to be happy for .  Icy bubble all over,1,Shout out to everyone with preparing to put their mask on & pretend to be happy for . Icy bubble all over
"Almost killed myself, God... -.-   ",1,"Almost killed myself, God.. -.-"
"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.""",1,"When I say ""I want to die"", they say""Let is do it, no one gonna care you anymore"" It is make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen."""
"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety",1,"lonely is not being alone, it is the feeling that no one cares. alone depressed anxiety"
I can't sleep because if this   ???” ,1,I cannot sleep because if this ??
As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,1,As a child I was scared of monsters beneath the bed. Now that I am older I realize the monster Is me.
My life I take one day at a time I had  more than once & I won't let it take over my life  ,1,My life I take one day at a time I had more than once & I will not let it take over my life
"  About to have a breakdown, I really need a friend",1,"About to have a breakdown, I really need a friend"
"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it's never gone. I've been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she's in it. ",1,"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it is never gone. I have been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she is in it."
At this point I’m just workin to die.,1,At this point I am just workin to die.
"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti",1,"PLANNING FOR THE NEW WEEK ""Failing to plan is planning to fail"". In the last few months, I have allowed my depression to control my ability to function. After 3 months of meds, I am finally productive. What your plans for the new week?"
"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",1,"Current mood: Jealous of bears.. or Snow White.. or Rumplestiltsken. I just want to sleep for a few months, ok?"
Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,1,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up
30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,1,30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.
This whole depression fucking sucks you can look so happy but still be so down inside your head ????????????????????????,1,This whole depression fucking sucks you can look so happy but still be so down inside your head ??
I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.,1,I do not want to be alone right now. Please the one man who can help me deal with this. Do not make me go through this alone. I am already so broken.
In need of an ephemeral relief to   ,1,In need of an ephemeral relief to
"Fellow   sufferers I'm trying to come off  and really struggling, any previous success stories to boost me?",1,"Fellow sufferers I am trying to come off and really struggling, any previous success stories to boost me?"
3 hours of sleep in the 3 days? I'm dieing  ,1,3 hours of sleep in the 3 days? I am dieing
"Sometimes, no matter what you do,  and  can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck.",1,"Sometimes, no matter what you do, and can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck."
"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    ",1,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living."
"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  ",1,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label."
GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,1,GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE AND THE HOLIDAYS GOT ME JK BUT I AM GONNA DRINK WHISKEY
Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,1,Looking for good news today..not finding any on Twitter. Bummer. depressing badnews
An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,1,An hour and 35 minutes till 2017 come. I am still depressed and hopeless. Feel really shitty.
I feel like my husband are growing more and more apart.,1,I feel like my husband are growing more and more apart.
I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over.,1,I wish life was simple and painless. Whenever you think you are happy and think you got it all life comes and screws you over.
"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful.    happens.",1,"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful. happens."
"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   ",1,"Just woke up because let is be real, cannot be upset or angry if you just sleep all day."
I always have a reason to be upset and,1,I always have a reason to be upset and
"I hate it when someone says, ""Why are you ? You have nothing to be depressed about?"" It's chemical! I  can't help it!! ",1,"I hate it when someone says, ""Why are you ? You have nothing to be depressed about?"" It is chemical! I cannot help it!!"
"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!",1,"Im home . Feeling very low, and unwanted especially by my own family.Feeling very !!"
I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day ,1,I made two loafs of bread and ate half of one for lunch. that is enough productivity for one day
sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????,1,sorry if i dont reply to dms/texts ii have only been talking to ry and soph bc i feel depressed so. Yeah ??
And so we arrive at the eve of the worst month of the year.  .  Any tips on making January more bearable?,1,And so we arrive at the eve of the worst month of the year. . Any tips on making January more bearable?
we mourn the death of our hopes today #james,1,we mourn the death of our hopes today james
