Text,Label,text_cleaned
I Barely Tweet???? I Have No Followers????,0,barely tweet follower
"No matter how much @ZescoUnitedFC lights up the forest, they end up getting lost 😂 \n#ZescoForest\n#SSBola",0,matter light forest end getting lost n zescoforestn ssbola
i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,0,confused inner fujoshi screaming like trying hard not smile laugh
"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",0,psalm o come let sing thelord let make joyful noise rock salvation
"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  ",1,death life feared experience human being regardless generational label
"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise...  ",0,thought helping come need most unfortunately beginning think otherwise
"I know I sound like ,  hot mess. But I just don't know I am related to such mean .",1,know sound like hot mess just not know related mean
"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1,here right like friend post message not share u need talk think know will kill
@seanhannity Why are we still talking about the elections? It's like we're stuck in October 2016 but we still get older. ,0,talking election like stuck october older
Literally going to make 2016 the best of it cause this year was true hell  ????,0,literally going make best cause year true hell
@RuckMeFunning I'd hope she has bigger things to fret over lol,0,hope bigger thing fret lol
Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,0,chad sarah honestly ex year ago cbb horrifying
"There's no one right way to live life but: be kind, be genuine, be honest, be open. #Love yourself &amp; #laugh often. #Mindfulness @HealingMB",0,right way live life but kind genuine honest open love amp laugh often mindfulness
The new Era f Justice *2night I'm calling n all prayer intercessors&warriors 2pray against tht strong spirit f  fr the Election,0,new era f justice night calling n prayer intercessorswarriors pray tht strong spirit f fr election
"Wow, you guys @FarPostSA truly rock! You got all the transfer deals spot-on! Well done. #credible #concise #spoton #brilliant",0,wow guy truly rock got transfer deal spoton done credible concise spoton brilliant
Yes I have  but I refuse to give up I'm going to keep fighting,1,yes refuse going fighting
Really miss family days out   pic.twitter.com/J6Y3PbdCu7,1,really miss family day
whats for #breakfast today ? i have 2 slices of #bread out i #toast them #spread them with #butter &amp; #strawberry jem and yum #delicious !,0,whats breakfast today slice bread toast spread butter amp strawberry jem yum delicious
Are you feeling like you don't deserve to be going through all of this love problems have you given your whole heart to this person has this person betrayed you and make you feel like you're at nothing DM free reading today    pic.twitter.com/dDCsytXjbl,0,feeling like not deserve going love problem given heart person person betrayed make feel like dm free reading today
"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome",1,not know fight lonely work lonely home me thought silence build awful depression it doubt build positive happy person shit like that try will advise welcome
Tooth aches are the worst ??,0,tooth ache worst
Applied to 5 universities already. Now I need my Fasfa and scholarship letters ,1,applied university already need fasfa scholarship letter
When you already have everything.. and you still feel lonely.. feeling  ..,1,everything feel lonely feeling
??’•you are beautiful ??’•    pic.twitter.com/btElQogRXD,0,you beautiful
"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1,feeling little depressed evening wondering connected little drink just coincidence
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1,hell hole halton depress you
something epic  out of a sense of  Sort of a desperation Through that desperation we feel we have nothing to lose,0,epic sense sort desperation desperation feel lose
I went to church with my mom and a huge chunk of the sermon was basically “if you’re  it’s because your faith is weak” and ... this is why I don’t go to church or tell my mom I’m on antidepressants ???????,1,went church mom huge chunk sermon basically faith weak not church tell mom antidepressant
"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1,danny think depressed ate calorie maple syrup probably right girl coming
@tenderlove listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk #tornado of #laughs,0,listened cusec talk inspiration writing conference talk tornado laugh
"Yet another sleepless night. I record 'comfort' stuff. Will be watching the *Hairy Bikers* and *A Place in the Sun* until the wee, small hours. With my little dog ?  ",1,sleepless night record comfort stuff watching hairy bikers a place sun wee small hour little dog
Idk how I’m gonna be able to go to lover I have to buy tickets with my own money and I’m literally broke,1,idk gonna able lover buy ticket money literally broke
I don't have any gifs to suit my mood for once  ,1,not gifs suit mood
Hello everyone! How are you? Sinong excited na for live shows? Hahaha don't worry we are too 😃😬,0,hello everyone you sinong excited na live show hahaha not worry
Why did I just read through my old DMs. Fml,1,did just read old dm fml
I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.,1,not want right now man help deal this not make alone broken
No love here....    pic.twitter.com/FuvBXIPRnu,1,love here
When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,1,talk to rely on trap space living meaningless
@Alolan_Yusaku Oh definitely! I saw the snap and the colour looks great too.,0,oh definitely saw snap colour look great too
"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. ",1,yes brain gloomy sad turbulent low energy feeling sign certain death time worried
"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness.",0,wish suffering feel alone receive help love support kindness
Attention Crew! it's a Happy Tuesday everybody! Make someone #laugh out loud today,0,attention crew happy tuesday everybody make laugh loud today
why doesn't ally have a twitter  ,0,doe not ally twitter
"If there's one thing I hate, its being ignored. And everybody seems to be doing just that. Ugh.   ",1,thing hate ignored everybody doing just that ugh
Honestly I wouldn't I get why im the last choice for everything ??   ,1,honestly not im choice
When you lose you McDonald's name tag   ,0,lose mcdonald tag
"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in children holiday season   ",1,dark me trying tolerate irritation guess need feeling guilty child holiday season
"?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????  ",1,understand shit fast
"And now that Im having the other way around, i feel so upset and sad",1,im having way around feel upset sad
I will choose to leave than to live..,1,choose leave live
@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific,0,good morning young lady hope tuesday terrific
Nearly 1 in 2 men feel  over the  period,0,nearly men feel period
Is you're  you might have a problem with someone close to you.,0,problem close you
"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ???³???­ ",1,ill broke tonight gunner sit order fish chip watch telly
1-3KohGeーBuddhism verse for cleanse oneself with incense #Buddha,0,kohgebuddhism verse cleanse oneself incense buddha
"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it's super adorable. #kitten #boyfriend #adorable #hunting",0,jordan helping arya hunt moth lifting wall super adorable kitten boyfriend adorable hunting
The best photo that describes me ??’”   ??’”  pic.twitter.com/HZngzZlxu6,0,best photo describes
"@J_UGO_ @TopPlanet63 Vestiti Black and White, stile blues Brothers",0,vestiti black white stile blue brother
"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????",1,dawned me browsing instagram rich people winter right migrate abroadi not rich
"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1,morning got anxiety fucking sickk bro
I've never dream to love him,0,dream love
"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",0,wonderful experience trim star joileta is shopping wonderful experience helpful
It's very hard to feel better because it's been so long that I don't remember what better felt like!!,1,hard feel better long not remember better felt like
Not a new thing Am use to it  â€” feeling lonely,1,not new thing use feeling lonely
"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   ",1,laying bed eating dinner one watching netflix surely life
Found out the peraon i liked wanted to that someone else #sadness,1,peraon liked wanted sadness
Or when you are  and you're all like I know all my demons we chat all the time.  pic.twitter.com/YadUUZhU6E,0,like know demon chat time
YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ??™ƒ??™ƒ   but ,0,youhavetostudyworkhardajajkskanakaoanakaa aand boomshakalakaa
Sadness overcomes. Darkness beats light. Numbness is relief.  ,1,sadness overcomes darkness beat light numbness relief
@AmyAndrewsFOX2 Good morning Amy #smiles  😀 It's good to be a @Lions fan. ☕☀👚👠😎😘,0,good morning amy smile good fan
"Depressed and lonely /: Stuck in a deep, never ending hole :(  ",1,depressed lonely stuck deep ending hole
"I walk around the house and I see things of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedures she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time. ",1,walk house thing debbie think her think pain went through suffered long procedure went through finding cancer pain having chemotherapy long time
Ultimate step to overcoming  and  is to make a positive decision YOU are going to do something about it and when.,0,ultimate step overcoming make positive decision going when
"Being clinically  is not the same thing as having a bad day now and then. It's a relentless, debilitating disease",1,clinically not thing having bad day then relentless debilitating disease
 seriously increases the risk both of developing and also dying from heart disease,0,seriously increase risk developing dying heart disease
"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",1,feel like broke myself feel fractured tired stop blaming like broken record finding difficult just survive surviving you guess
Really just want someone to talk to late at night. Someone who understands ,1,really just want talk late night understands
I was unaware this is how this was gonna be  ,1,unaware gonna
@miracles_J yaaay finally brave enought to comment on their vlive 😅,0,yaay finally brave enought comment vlive
"Thus said the Lord God...”I have heard your #prayer, I have seen your #tears, behold, I will #heal you”... 2kings 20:5a #hope #joy #jesus",0,said lord godi heard prayer seen tear behold heal you king a hope joy jesus
Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/zMZcKcpuJb,0,chooses power choose deal it let black dog hound u choose fight inner btch keep prisoner start choosing ignore voice choose thought instead
This has been a long night...,0,long night
"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1,me light float air me fall point called suicide
"I am trying 2 make a list of the ppl I twt 2 regularly, so if u wanna b on it, twt me and say hi!   ",1,trying make list ppl twt regularly u wanna b it twt say hi
@WILLLANNO Man u r just bitter about Manu making great strides...,0,man u r just bitter manu making great stride
@AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling 😊,0,thank much gettin excited kid ur bday feeling
â™?Drone Bomb Me - ANOHNI   ,0,drone bomb anohni
I feel like he lost interest in me he doesn't text me back…crying sucks…when he saw your story on snapchat…,1,feel like lost doe not text backcrying suckswhen saw story snapchat
â™?Watch Me - ANOHNI   ,0,watch anohni
"I'd like wish everyone a Happy Holidays, but I'm alone with no significant other. Fuck me. ",1,like wish happy holiday significant other fuck me
"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1,using favorite movie time express feeling sometimesmore just validation healing suppose
I want peace. A life with no conflict. Do I have to die to find peace?  'suck it up or commit suicide'? Is that my only options? ,1,want peace life conflict die peace isuck commit suicide option
Back at work! ! This week off went so fast ;(,0,work week went fast
I'm definitely not bringing them out in this weather to get a coffee.,0,definitely not bringing weather coffee
"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more  than u are  ",1,not tell cheer up wno friend i want see gf pet prob u
@dngokingyok They are my hetero guilty pleasure 😂,0,hetero guilty pleasure
"Fellow   sufferers I'm trying to come off  and really struggling, any previous success stories to boost me?",1,fellow sufferer trying come really struggling previous success story boost me
"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",0,hello fellow gamers tell nazi
I don't remember the last time I've cried this much from being sick.    ????????,1,not remember time cried sick
When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days ,0,want spend christmas w husband mommy possible drink day
just got my phone confiscated for doing an anxiety test  great.  whelp bye again.,0,just got phone confiscated doing anxiety test great whelp bye again
"New Years Eve,The day I always dread.???? ",0,new year evethe day dread
Crying once again…I have something repeating in my head over and over…I'm crying…,1,cry againi repeating head overi cry
I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,1,luv fact feel life suck as love luv family supposed fuck
low-key high-key  i’m not at kcon la rn?? I WANNA GO SO BAD OMG y’all better catch me next year at kcon la 2020 having high-touch with my boys seungwoo and eunsang akshsj,0,lowkey highkey not kcon la rn wanna bad omg yall better catch year kcon la having hightouch boy seungwoo eunsang akshsj
Is today YOUR day?  to choose happiness + success over  + failure  pic.twitter.com/jp1pghgs8H,0,today day choose happiness success failure
Some thoughts on  about a month into my latest episode ????  pic.twitter.com/P6I7bMMBFc,0,thought month latest episode
So my blood pressure is back up,1,blood pressure
Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,1,stage month mayjune wish delete year forever
 is more harmful than you may think!  pic.twitter.com/LBHOUTajtK,0,harmful think
Thank god the last presentation is over! âœŒ tomorrow is our last day at uni this year. We really need a few days off.  ,1,thank god presentation over tomorrow day uni year really need day off
Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,1,headed home dallas bury dog year
feeling so alone and misunderstood.,1,feeling misunderstood
Timmy said I changed  I'm depressed eboy now,0,timmy said changed depressed eboy
I'm actually not  for once. I'm going into  as a new me. I hope anyhow. ,0,actually not once going new me hope anyhow
I honestly don't even wanna go to work.  ,1,honestly not wanna work
@RRakoto42 It only took me 39 seconds to fly over Mozambique. #awesomeness,0,took second fly mozambique awesomeness
This weekend is the end of bow hunting season. ,0,weekend end bow hunting season
Balling my eyes out because I only have 3 days left with Zachary and I work....????,1,balling eye day left zachary work
"Watching the Victoria secret fashion show was an error, never want to eat again  ",0,watching victoria secret fashion error want eat
I wake up everyday wishing i didn't.....   ,1,wake everyday wishing did not
Happy right now I just beaten the second game of crash bandicoot one more to go now didn't get that mad 😡 at the game lol 😂,0,happy right just beaten second game crash bandicoot did not mad game lol
Woke up feeling  AF. Okay. Guess that's how today is gonna be.,1,woke feeling af okay guess today gonna be
Today is going be a shit day,1,today going shit day
"First breakdown at work ),: more to come ill bet money on it ",1,breakdown work come ill bet money
I feel like I don’t have a purpose in life.,1,feel like not purpose life
"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",0,hello everyone morning sun just rising dominicanrepublic hope great day today
"The  lost the , seats in both House and Senate, in votes by the people. Clearly rejecting this notion of .",0,lost seat house senate vote people clearly rejecting notion
All of the outside Christmas decorations are put away! ,0,outside christmas decoration away
"41 year old woman wth chronic pain,  and  ""I've noticed that I'm not breaking down crying everyday, my mood seems to be more positive and the intense, intrusive thoughts aren't as strong. It's only been 6 micro doses but I feel like I'm seeing some improvement.""  pic.twitter.com/CFTdb6q2ka",1,year old woman wth chronic pain i noticed not breaking cry everyday mood positive intense intrusive thought not strong micro dos feel like seeing improvement
Mon the Blues! #origin #queenslandvsnsw #blues #hayneplane 🔵🔵🔵🔵🔵🔵🔵,0,mon blue origin queenslandvsnsw blue hayneplane
so alone so tired so bored so ugly so depressed  so so so so so so,1,tired bored ugly depressed
"nobody could ever know the hidden pain or the hidden  or the hidden ,,,,, but ..",0,know hidden pain hidden hidden
"If someone has the courage & trust to share their struggles of  or  ideation with you, PLEASE, please be there to listen & support  them! You may be the only person with whom they've been able to open up to. It's not easy to reach out!",0,courage trust share struggle ideation you please listen support them person able open to not easy reach out
I used to imagine I'd hear something at the door. I'd hear a knock and I'd pray it was her. Or I would hope it was her. I had dreams like that. I'm not having dreams like that now. I know she's gone. She won't be back. Ever. I sure love her. I sure miss her.,1,used imagine hear door hear knock pray her hope her dream like that not having dream like now know gone not back ever sure love her sure miss her
As if my boss just text about work ??™ˆ I'm on holiday ,0,bos just text work holiday
I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW,0,dreamt barber sick haircut day bro lost weight sleep
I'm just going to say it. I'm a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I can't tag her in it tho. She is still my better half.,1,just going say it complete fucking mess here seriously wanting just run kiss certain individual know is tag tho better half
Geometric Design 80W Vape Kit  pic.twitter.com/qTuOiX6PO9,0,geometric design w vape kit
how do i get my dad to stop looking at me like something broken that needs fixing  ,1,dad stop looking like broken need fixing
i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,0,happy excited mamapink interaction win gtg
"Hope everyone has a good New Years tonight, coz mines gonna be shit!   ",1,hope good new year tonight coz mine gonna shit
"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1,trying not succeeding thinking totally abandoning plan kindness collective camerados friendly bench retreating flat getting involved again
Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1,come on took extra mg medication kicking butt today think just gonna
finally finished one tree hill & now I don't know what to do with my life,0,finally finished tree hill not know life
This is ANOHNI. She has released  an album that transcends space and time. The best album ever.  pic.twitter.com/th6CRB1sFR,0,anohni released album transcends space time best album ever
Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,1,thought tonight not mind christmas
To Heal  you must make friends with your emotions. This creates the right conditions in which healing can occur. Please RT!,0,heal make friend emotion creates right condition healing occur rt
That dismissal has me looking for a strong drink :(,1,dismissal looking strong drink
Well I've made the step towards a better 2015 by admitting I need help ,1,step better admitting need help
Superb artistic performance  at  What a voice !!! ,0,superb artistic performance voice
 -The moment you realize that they're still making country music.,0,the moment realize making country music
Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,0,bingepurge once eatpurge once thirty fuck this going bed
"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/gBQn7yEjsJ",0,going banging this co true focus on of stop telling tell happy strong confident powerful not co are co brilliant mind listens tell it
this year keeps getting more depressing and disappointing,1,year keep getting depressing disappointing
"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1,felt horrible thoughtswho turn one trust
Today is probably one of the worst days of my life and idk what to do  ,1,today probably worst day life idk
  How come I see no value in my own life...?  It feels like I was born this way; seeing no self values.,1,come value life feel like born way seeing self value
You don't matter anymore- feeling down ????  ????,0,not matter anymore feeling
148  ??????????????????????   ??????????????????????????????????????????ww  ?????????w   ?????????????????????????????????????????????????????????   ?????????????????????????????????????????????????????   ???????????????????????????????????????,0,ww w
i'll have my own apartment and not have to sneak alcohol into my dorm room or worry about being loud #blessed,0,apartment not sneak alcohol dorm room worry loud blessed
"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1,depressing break lift source hmm
"If u r , u r living n the past. If u r anxious, u r living n the future. If u r @ peace, u r living n the present-Lao Tzu ",0,u r u r living n past u r anxious u r living n future u r peace u r living n presentlao tzu
Michael has been in bed all day barely functional from car +bad cold I have one  Katman :-(,0,michael bed day barely functional car bad cold katman
"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti",1,planning new week failing plan planning fail month allowed depression control ability function month med finally productive plan new week
An early night for me love you ,0,early night love
I'm so ready to take off my sneakers. They hurting me 😭,1,ready sneaker hurting
Why it's simple to just stop texting,1,simple just stop texting
"Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",1,waste time gps morning regarding feeling given number nh self referral counselling month wait attitude get it change area life not happy
U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,1,u know pathetic fact dearly miss professor probably forgot already sad
"Its been 14 years of journey, I never expect you'll go from this earth today pet's! â€” feeling depressed",1,year journey expect earth today pet is feeling depressed
Reading and watching the fault in our stars in the space of a week wasn't the best idea  ??????Œ ,0,reading watching fault star space week not best idea
Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,1,day wish hole open beneath swallow brain shut hell
I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,1,spent hundred dollar makeup online cover ugly face
"Despite every attempt, my outpouring of emotions fails to strike substance and falls to the wind dispersing with the world's other particles. ",1,despite attempt outpouring emotion fails strike substance fall wind dispersing world particle
"Just a thought, have I become afraid of things, safety in routine, what I know? ?  ",1,just thought afraid thing safety routine know
@blackvoices Keep it up @gucci1017 #sober clear minded I see you over in Europe on tour killing the game right now!,0,sober clear minded europe tour killing game right now
Forgot my cheese cake at work ,1,forgot cheese cake work
I hate it I hate it I hate it I hate it I HATE IT LIFE I HATE   ,1,hate hate hate hate hate life hate
"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",1,gutted my slipped disk decided come nightled bed christmas day family having fun downstairs
"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest.",0,irrespective level sympathizing definitely help himher rest
One of the saddest day of this year for me ??    ( hope to get out of it soon) ??,1,saddest day year hope soon
Last Sunday being able to watch the purple and gold for awhile ???? ,0,sunday able watch purple gold awhile
"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",1,not cry running blade ankle maybe think twice said said
"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1,decide enter new new guy want now excuse person
Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC,1,hi gone stay strong
", , ,.. Stfu You're only 15 You just started your life",1,stfu just started life
I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1,damned sick nearzero degree temperature xmas eve just want warm again
Mockingbird started playing a random shake it off playlist. #TweetBot,0,mockingbird started playing random shake playlist tweetbot
"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!  ",0,basic long ladder net air mattress saved life missing brigade talk abt whn say need basic amenity splurging money building statue
The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones,0,joke suffered time year implore look loved one
Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out! ,0,skyq time sorted internet out
"Given the answers after it doesn't matter =   at the bottom, not a single Christian friend.  what now?",1,given answer doe not matter bottom not single christian friend now
Why is my life so cruel?????,1,life cruel
@Bethanblog Happy to help :) If there is anything we can do for you please don't hesitate to ask. - Thanks - James K,0,happy help not hesitate ask thanks james k
Always look on the bright side of life ☀️ #motivation,0,look bright life motivation
"Me: My ""check engine"" light is on. Mechanic: Which car? Me: No I said mine.  ",1,me check engine light on mechanic car me said mine
Anyone want to talk? I'm feeling depressed,1,want talk feeling depressed
"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.",0,smiling yesterday smiling today smyl tomorrow bcoz lyf s short anything nid strong
"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",0,want winbut swear lost anything victory sweet taste bitterness defeat
??’•you are supported ??’•    pic.twitter.com/4YrE8XNRtQ,0,you supported
@VitaCocoUK WOW 😍 This is wonderfully exciting! Would be a very happy treat to win ✨ Thank you for the chance ❤️️ Retweeted &amp; Following 😀,0,wow wonderfully exciting happy treat win thank chance retweeted amp following
haven't been on Twitter all day. ,1,not twitter day
"Anxiety in the heart of man causes depression, But a good word makes it glad.   Proverbs 12:25",0,anxiety heart man cause depression good word make glad proverb
Looks like it's one of those cry yourself to sleep nights...,1,look like sleep night
I hate that I can't get everyone in my family a gift but I'm on a fixed income ???¢   ,0,hate family gift fixed income
"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",0,man filling dad life insurance paperwork really damper tuesday morning really make feel final
@NBCNews @MarkHalperin @KeirSimmons Well that's funny cause we all know she is a serious Russian mafia atty,0,funny cause know russian mafia atty
I have to pick up all the pieces of my heart & dignity! All over again .. by myself .. that's so pathetic & humiliating .. ??’”??¤§ ,1,pick piece heart dignity pathetic humiliating
When you wished you never woke  ,1,wished woke
Honestly I wish I could be chilling with my bro right now.. ????????,0,honestly wish chilling bro right now
"And I walk around the house and sometimes I think just momentarily that she'll be back to take care of this or that. And I realize she'll never be back. She didn't go away on a trip. She didn't go away on vacation, she's not at work. She didn't go to the store. ",1,walk house think just momentarily care that realize back did not away trip did not away vacation not work did not store
watching that video and realizing that I've gotten uglier #depressed,1,watching video realizing gotten uglier depressed
Before you diagnose yourself as  make sure your not surrounded by assholes - William Gibson,0,diagnose make sure not surrounded asshole william gibson
I hate new year  .___.    ,0,hate new year
Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,1,realized grief thing not way want be social medium tear wound hard heal
How do u know if your  ?? Asking for a friend,0,u know asking friend
  rules  doesn't don't let it win ???????‰???†???�??‘�??’•,0,rule doe not not let win
I'm the wholesome drunk that sends people memes and compliments them at 2am on snap,0,wholesome drunk sends people meme compliment am snap
"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    ",1,smiling natural me easy conjure face hardest thing life living
"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? ",1,heart soul year treated like not exist there
My head is been hurting so much and I lost my appetite,1,head hurting lost appetite
@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,0,thank much not draw lot anymore long haired jun inspiring
"Its the 31.12.14, 22:34  in South Africa right now & I am literally alone on New Years Eve. Literally.   ",1,south africa right literally new year eve literally
" mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",0,mood caused infectious disease nutritional deficiency neurological condition physiological problem
Victoria secret has a sale but my wallet is dry af'????,1,victoria secret sale wallet dry af
What depression mean :) Laugh outside down inside   pic.twitter.com/tkZeniwtIb,1,depression mean laugh outside inside
@m00nlightjules happy birthday mamon!!! 😄,0,happy birthday mamon
At this point I’m just workin to die.,1,point just workin die
wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,1,wish thing not now year heart trauma make head spin hour ugh miss
I saw a sad video and it ruined my whole day. So now I'm drinking a michelada and just bought 60$ worth of weed,0,saw sad video ruined day drinking michelada just bought worth weed
Not having a good week,1,not having good week
If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,0,not say goodbye mean maybe not right away meet
how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?,1,day unable leave bed thing usually enjoy alarm bell ring
"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   ",1,december january worst day fucking life
I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,0,ready adventure starting bored restless need buddy explore like new thing
Accept that you are  and it’s not your fault. Telling yourself to ??Pull yourself together’ or ??Snap out of it’ won’t help.,0,accept not fault telling pull together snap it not help
@S1dharthM @Asli_Jacqueline @foxstarhindi @krishdk @rajnidimoru Looks fun! 😀 cant wait to watch!,0,look fun wait watch
i have no classes with my neighbuour or my budster and we don’t even have LUNCH ??,0,class neighbuour budster not lunch
"#AI #revolation, soon is possible!\n #fearless  #good #goodness",0,ai revolation soon possiblen fearless good goodness
"I hate when my sisters…say… ""I'm going kill myself"" Ugh so fucking triggering…   ",0,hate sisterssay i going kill myself ugh fucking triggering
I miss those days whn i used to forget bout my worries by jst talking 2 u..i miss u badly mere jigrii..???”  ,1,miss day whn used forget bout worry jst talking ui miss u badly mere jigrii
I feel like my husband are growing more and more apart.,1,feel like husband growing apart
"yeah, external power structures, and there for, ultimately, about 500L, but I'm guessing it would be more like ",0,yeah external power structure for ultimately l guessing like
Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's?   ,0,not great looked forward tomorrow anticipation new year is
#Laughter strengthens #relationships. #Women are more attracted to someone with the ability to make them #laugh.,0,laughter strengthens relationship woman attracted ability make laugh
