Text,Label,annotator_1,annotator_2
@RAVisionMedia @yourrightscamp @amnesty @Kaepernick7 Floride? Medications? Domestication? Depression?  Read The Four Agreements. We a collectively sleep walking. But we are also waking up. Keep being the warriors for waking up.,1,0,0
"@theStatus Thanks guys  I now have a whole 8 followers LOL, u r so sweet. What did you think of Long Island?vacationed there once&amp;loved it",0,0,0
I really just want this depression to be over. I want a night I don't cry myself to sleep anymore. I just want to be happy. I want it to be over :(,1,1,1
Park Bom deserves to be listened to Respected And treated like the human she isDepression anxiety bipolar don't just come and go They don't disappear after you have opened up often when you open up your mind gets louder and louder  that's when you realise nobody cares,1,0,0
"@thebtsmutuals @iammcjin If you want to listen to music that speaks about social issues, the government, depression & Korean culture, I suggest BTS. If you are interested in broadening your mind with meaningful lyrics inspired by books & theory please give them a listen. You will learn plenty. @BTS_twt",1,0,0
 https://www.google.com/search?q=federal+reserve+caused+great+depression&client=ms-android-verizon&prmd=niv&source=lnms&tbm=vid&sa=X&ved=0ahUKEwiRjNbe7dTaAhVGKGMKHU58Bx4Q_AUIEygD&biw=320&bih=489Â â¦How the Federal Reserve caused the Depression and cheated Americans out of their money.,1,0,0
and it has me so upset idek what to do. like there's nothing i CAN do. but ik im gonna have to write those other two exams in 2 hrs and im not in any mindset to bc this wave of depression just knocked me the fuck out loooooool,1,1,1
#Science Says People Who Burn Frankincense Are Less Likely To Suffer From #Depression http://bit.ly/1SJ3NhhÂ  pic.twitter.com/9IvbFCmSId,1,0,0
"@drakkardnoir I see you don't have a tweet addiction, and that's great! ",0,0,0
"@Alibaba_OTU LOLOLOL your mom has good theories XDDD. I hope you can manage/overcome your depression! We don't have much privilege to let depression consumes us, but work it slowly at your own pace :D",1,1,0
had a very hard day hope 2morrow would be okay ,0,1,1
Depression is something that doesn't just go away. It's just there and you deal with it and you stay out of situations that are going to trigger it.,1,0,0
It's a rainy NYC day.. wish I were home in my PJ's ,0,0,0
@albeitludicrous Where would I find the automatically sign me in button please? ,0,0,0
My mom and tay love banana LABBY TAPPY! Oh and BAJAAAAA! ,0,0,0
"I used to live there. I had to battle for back operation for 5 years, as they said it was depression that was causing 24/7  muscle spasms. Eventually, I got them to do it, and they discovered my body was rejecting spinal rods, inserted when I was 9.  https://twitter.com/scrowder/status/989176926785884161Â â¦",1,1,1
Learn more about your #mentalhealth issues and concerns with #themoodcards  http://bit.ly/moodsbox2Â  #letstalk #headstogether #psychology #depression #anxiety #stress pic.twitter.com/r0DQ3GOF6f,1,0,0
This is what it's like to live with high-functioning depression  http://bit.ly/2qY5VsXÂ  pic.twitter.com/DFlaobZCTg,1,0,0
@NatashaJogNDTV @ndtv @NdtvLivestream Humans need reassurance in times of stress or depression. These makes them very easy to be influenced by these godman or priests who exploit the vulnerability. Most problems do go anyway or you get used to them. The godman take credit for this and gain disciples or devotees.,1,0,0
Night my little twitterbirds...xoxo it's been fun!  thanks for the laughs! Talk2ya later muah,0,0,0
There's Hope: Deepika Padukone On Depression at 'TIME 100' Gala https://bit.ly/2Hpa1WeÂ ,1,0,0
@TSM_Myth @D_eh_go Its not just depression. It's accepted cuz everyone likes the feeling it gives you.,1,0,0
@MLescaut  Danke  *freu*,0,0,0
"Having negative friends is linked to depression, lowered self esteem, insomnia and anxiety. Positive friends promote good overall health.",1,0,0
5 LITERS of water a daykeeps your depression awayweh,1,0,0
@ksymmonds @SarahSymmonds My pleasure - great site - use it a lot for me iPhone ringtones ,0,0,0
@NYT @amychozick @MiloVentimiglia Too bad her life has taken such a tragic turn. Anyone who focuses so obsessively on a particular person clearly has some mental issues to deal with. Perhaps you should suggest counseling for her obvious condition which maybe routed to post partum depression.,1,0,0
@Rotmush no.. I think it was Ori ,0,0,0
"@jbouie Reading his other tweets, he is trying to think positively after getting out of some mild depression/funk.",1,0,0
"@highoffjesus I was praying for you this morning and the Lord reminded me of a time in my life I think He wants me to share.  My oldest struggled with bipolar,depression& seizures taking his life in 2013, only 22.",1,1,1
"Proceeds from May 12 Dreambuilders Ball support innovations at @VirginiaMason, like Volunteer Companion Program. In this donor-funded program, volunteers visit patients, listen and show compassion to combat loneliness and depression for admitted patients.  http://pbynd.co/2v6grÂ ",1,0,0
"bought apple for dinner,,hope my stomach slim faster,,hehehe... ",0,0,0
Expression is the best outlet for depression,1,0,0
How many of you mamas out there have had postpartum depression? How many of you moms out there got help for it?#themedicalmamac #postpartumdepression #mentalhealth #MentalHealthMatters,1,0,0
@Arizona_Abby Thank you. I will check that out ,0,0,0
Could 'one puff' of cannabis easeÂ depression?  http://viralspecies.com/could-one-puff-of-cannabis-ease-depression/Â â¦ pic.twitter.com/hxAsdjG5mm,1,0,0
"i always try to spread positivity but i don't do it enough on twitter. <Emoji: Frowning face> but to let you all know, im here if you need anything. i've been through depression, anxiety, suicidal thoughts, attempts, being curious about my gender/sexuality. i'll do my best to help <33",1,0,0
Twitter has become a place where I'm able to write about my struggles with anxiety and depression. I also see that I'm not alone.,1,1,0
I woke up from a Depression Sleep to retweet that and die. How is everyone doing.,1,0,0
I'm Forgot all my problems and depression when you're with me for aâ¦  https://www.instagram.com/p/BiAR6_wHKsz9Nx8kIoOc8ajE_berEjKXPDXZlQ0/Â â¦,1,0,0
Honestly my anxiety cripples me more than my depression <Emoji: Face with cold sweat> I wish more people understood it,1,1,1
@JChidester it's a blessing and a curse.  I glow in the dark ,0,0,0
"raze, i wish demi would see it ",0,0,0
"When Friends Struggle With #Depression, This App Helps Avoid Potentially Harmful Phrases  http://adweek.it/2qY03R6Â ",1,0,0
"@WaysMeansCmte @RepJohnLarson @stevenwaite2 No there was a stock mkt crash the Depression was caused by Govt tax & spend not working for 20 yrs. Had they cut Govt, the Free Mkt & Individual Liberty, like under Coolidge, would have recovered much sooner",1,0,0
I HAVE DEPRESSION AND IM GAY,1,1,0
"<Emoji: Camera> Depression tip, grow your hair out. Then when you're constantly alone you can stroke your own hair...  https://tmblr.co/ZgvGBo2XPANBJÂ ",1,0,0
"@LisaLavie Too many to choose from!! BUT, one of my all time favourites is &quot;You are so beautiful&quot; - Joe Cocker ",0,0,0
@berutt sorry for not voting earlier...I was still in bed ,0,0,0
"@GriziBear EXACTLY! Alcohol is so easy to obtain and takes very little time to do serious damage, whether immediate (drunk driving, alcohol poisoning) or long term (alcoholism). Marijuana helps w/ anxiety, depression, nausea, pain, seizures, etc. This world is so backwards.",1,0,0
it saddens me how much my mental health really changed me. depression is a thief.,1,1,1
"@andrewkfromaz Thanks dear, I know this, but I appreciate the validation as always ",0,0,0
We're reaching that time of year when your seasonal depression turns into regular depression.,1,0,0
@anna_banana25...  It's only good on Thursday...I miss out on having Sunday off tho.,0,0,1
@MathildaaB hi mathilda  um name's erika  sup? jus wnna make sum frnds from twitter ,0,0,0
@Kunene_Lonwabo @kanyewest What's happening with Kanye West? Is he suffering from depression?,1,0,0
Holding this baby has cured my depression & cleared my skin dude,1,0,0
@reba I watched the movie &quot;Australia&quot; a while ago...its a good movie..Nicole is wicked good in it. ,0,0,0
@Zealous_Larenz @AmbitioVerumEst I'm not a fan of drugs (or plant based solutions) but I'm all for social exercises to combat clinical depression.,1,0,0
"depression is lethal, you are condemning a woman who was actually fighting to live? guess who's the monster now#ë°ë´ì ë°ë´ë²ë ¤ëì¸ì",1,0,0
video ovguide to porn nude celbrities adult comics tube dragon ball porn bulma add and depression in   pic.twitter.com/D72grmZblK,1,0,0
Photo: havent-got-a-prayer: Me too  http://tumblr.com/x1k1x963y,0,0,0
"Cool, I just figured out how to change the template file of my wordpress theme to my liking. ",0,0,0
Out to eat with the family ,0,0,0
A gift to you all. http://www.adinkra.org/htmls/adinkra/asas.html spread the joy. ,0,0,0
"If it's not from within, no amount of love from without will get you taking care of your body.#MentalHealthKE#depression#MentalHealth#Hygiene",1,0,0
@catholic_nun Yaaass I love how my depression ruins every aspect of my life including deteriorating my physical appearance. What a great superpower,1,1,0
@lezizzle u should call the next photo album &quot;i got plenty monayyyy!!&quot; hahahah ,0,0,0
I liked a @YouTube video  http://youtu.be/TpfY8kh5lUw?aÂ  Stories from the Great Depression,1,0,0
Is #stress #depression and #anxiety really a choice? Can we simply decide we no longer want to have a #mentalhealth difficulty and then 'poof' we're well again? https://www.linkedin.com/pulse/why-having-stress-depression-anxiety-really-choice-we-katie-woodland/?published=tÂ â¦,1,0,0
Depression nap time <Emoji: Smiling face><Emoji: Smiling face>,1,0,0
Lol im thinking about a song from a movie now ,0,0,0
@xXDesXx Okay  YOU'RE IN IT  hehehehe.,0,0,0
@andyclemmensen whoop i pre-ordred your album  i'm hell excited about hearing it!you guys must have worked so hard on it  nice work xoxo,0,0,0
"This has been the calmest month of my life in years. No panic/anxiety attacks in weeks. No depression black holes making me wish I was dead. Definitely jinxing it now, but the sun is warm and I am alive. <Emoji: Sparkling heart><Emoji: Sun with face><Emoji: Rainbow><Emoji: Tulip><Emoji: Sparkles>",1,0,0
My mother put me in this world knowing that life is hard n jinks I blame that bitch for all my depression,1,1,1
"gumawa ako ng tula, came up with the topics about love, government, family, education and depression. so random",1,0,0
On my way to dwc ,0,0,0
"@brammofan would have loved that - too drunk for cake afterwards, though ",0,0,0
"<Emoji: Raised hand (medium skin tone)> hi i am a high functioning person living with depression, anxiety, PTSD, and probably some other undiagnosed stuff.as a mexican american woman i always knew the only way i'd survive would be to be the best since being mediocre wasn't an option.  https://twitter.com/franciscolwhite/status/988770953286086656Â â¦",1,0,0
"@AdrianVZiegler Hi Adrian your music is so good,your music inspired my all time its something it's something glorious to hear I am treating depression and your music inspires me and fills me with strength and joy,a hug from Spain Adrian ^_^/",1,0,0
is going spend Sunday with my family ,0,0,0
i:heart:talpa jocotes ,0,0,0
One of my mini poems. #helenswriting#mentalhealth#depression#poetry#Friendship#friends#anxiety#livingwithdepression pic.twitter.com/IT8ZJ8uIo4,1,0,0
just got home and counting the days till friday ,0,0,0
i'm cold should I just put my jamjams on aka my depression uniform,1,0,0
@JoannaAngel hey so whats going on tomorrow night? ,0,0,0
Lol... Yay Teo is followin me.   miss u hon. {{leg squeezes}} http://myloc.me/2lsr,0,0,0
Lonely millennials are at a greater risk of developing anxiety and depression -- but the reasons for their isolation are unclear  https://www.businessinsider.com.au/lonely-millennials-twice-as-likely-to-develop-anxiety-and-depression-2018-4Â â¦,1,0,0
Looking up summer jobs in Paris ,0,0,0
@khalid_nawaz1 <Emoji: Astonished face> ohhhhhkkkk then y only depression neuron works ??,1,0,0
"There.  I've done my spamming for the night.  Heh.  Need to go write, now ... Howdy, all! Hope folks had a good day.  ",0,0,0
"Despite all the success & adulation,the demons were never too far from Marvin's door: DRUG ADDICTION, DEPRESSION, two failed marriages, FINANCIAL RUIN and a fateful and tempestuous relationship with his alcoholic, cross dressing preacher father, pushed Marvin closer to the edge",1,1,1
@elsekramer  Yeah the spammers are discriminating: none of the females  are part of the target group apparently ,0,0,0
I just got hit with what literally feels a solid block of depression wtf,1,0,1
dont mistake a bad day with depression! everyone has 'em!,1,0,0
Researchers from Koltsovo developed a drug for treatment of depression -  https://gmpnews.net/2018/04/researchers-from-koltsovo-developed-a-drug-for-treatment-of-depression/Â â¦ pic.twitter.com/v5C6hHFFKD,1,0,0
@natashaloh talk to you when I get back k?  hugs. At pedder red now. Beams.,0,0,0
Thuli Madonsela's daughter speaks out about her struggle with depression in heartfelt Facebook post  https://www.w24.co.za/Lifestyle/thuli-madonselas-daughter-speaks-out-about-her-struggle-with-depression-in-heartfelt-facebook-post-20180425Â â¦ pic.twitter.com/Jyr9EoMmCM,1,0,0
At Al's w/ Jb and Chelsea ,0,0,0
Partying with Depression Turned My Life Upside Down  https://noisey.vice.com/en_us/article/gyydb3/partying-with-depression-feature-berlin?utm_campaign=sharebuttonÂ â¦,1,1,1
I'm going off twitter for a bit. Feeling depressed. Since the passing of my auntie. Im too upset for this. Especially the stress of being ignored sometimes. Which adds to the depression.,1,1,1
Screen All Teens For Depression?  https://www.drweil.com/health-wellness/body-mind-spirit/mental-health/screen-all-teens-for-depression/#.WuBtc_Ik1m4.twitterÂ â¦,1,0,0
"Mom's depression tied to kids' emotional, intellectual development  http://dlvr.it/QQmx4bÂ  pic.twitter.com/Kf8KrZPf2T",1,0,0
@Emskie1 tell him i said hi ,0,0,0
@ZaynnAbel_ Take several depression naps like me bc bitch ME TOO,1,0,0
"is having a well earned rest, with a big bar of cadburys and a big mug of tea ",0,0,0
Is Going Chingford 2 C Auntie And Get Some Jeggins ,0,0,0
Any more 'winning' and we'll have a economic depression by noon.  https://twitter.com/Vox_Democracy/status/989165030263410689Â â¦,1,0,0
I wish you could pick and choose when #depression hits. I also wish people understood that you can't. #DepressionIsReal,1,1,1
An Air France jet disappeared over the Atlantic last nite?  Wow.  Sucky. Yet another reason not to fly ,0,0,0
pack pack pack pack pack  Punta Cana in three days! yayyy,0,0,0
@LittlePearls Huh what about us?? ,0,0,0
@luna_libertatis else sucks? twitter PUNISHES you for being this way. if you only post once every few days... or less... your posts don't show up on your friend's timelines. which makes people think they're being ignored and discourages them more. super toxic place to be with serious depression.,1,1,0
"Ever since I was diagnosed with #diabetes and then the #thoracotomy surgery which is where I found out I have #sarcoidosis I have really let myself go. #depression will do that to you. SO! Until I get things under control with my health, it's all about me, #mylife and #myhealth pic.twitter.com/ROb8wgjOOH",1,0,0
Ooo just joined Kara's club  Awesome Karadioguardi.com  xx,0,0,0
Hey @roadie6 my day is going well! How about yours? ,0,0,0
Avoid anxiety and #depression by knowing these things...  https://www.powerofpositivity.com/common-causes-anxiety-depression/Â â¦,1,0,0
@nicegirly97 Keep positive &amp; Keelow will be just fine. He is in good hands. ,0,0,0
It's so hard to move on when you have depression,1,1,0
Could 'one puff' of cannabis easeÂ depression?  http://viralspecies.com/could-one-puff-of-cannabis-ease-depression/Â â¦ pic.twitter.com/o1v7mKNPkL,1,0,0
#braintech very interesting to hear about the use of pk11195 marker for  inflammation and link with depression. @NIHRBrainMIC where can we read more about this?,1,0,0
"Depression, anxiety and mental breakdowns...",1,0,0
3.) I had post partum depression for 6 months. Severe. This part scares me the most about having another kid.4.) I just cant see myself with TWO kids. I'm so content with life right now. I feel like this is it for me..,1,0,0
@KayySativa Depression is a chemical imbalance of the brain tell me how sex is curing a chemical imbalance,1,0,0
preparing to go out with sophia. listening to &quot;the climb&quot; by mileycyrus. ,0,0,0
depression gives,1,0,0
Is now baptized!  we have an awesome god.,0,0,0
The Hangover!! &amp; movie popcorn of course ,0,0,0
@BrittD20 mm...and the money is good ,0,0,0
@ashleytisdalex  so are u being in HSM 4 i guess u are since ur head of drama lol da damn graduation in hsm 3 made me cry i was a wildcat ,0,0,0
Im having a shit ton of fun!  And Yay for meeting new friends/peeps. Lol.,0,0,0
@lintman That's awesome - what a funny picture (bout the monk) - I love it ,0,0,0
My saturday office  http://twitpic.com/697o6,0,0,0
"Uy, Hola followers ",0,0,0
@Wossy Does this mean that you will only be able  to fly in a circle now! ,0,0,0
